Probe ID	Training experiment 1	Training experiment 2	Training experiment 3	Training experiment 4	Training experiment 5	Training experiment 6	Training experiment 7	Training experiment 8	Training experiment 9	Training experiment 10	Training experiment 11	Training experiment 12	Training experiment 13	Training experiment 14	Training experiment 15	Training experiment 16	Training experiment 17	Training experiment 18	Training experiment 19	Training experiment 20	Training experiment 21	Training experiment 22	Training experiment 23	Training experiment 24	Training experiment 25	Training experiment 26	Training experiment 27	Training experiment 28	Training experiment 29	Training experiment 30	Training experiment 31	Training experiment 32	Training experiment 33
Probe 3049	-0.694522	-0.694522	0.412666	0.301846	1.084666	0.746939	-0.694522	-0.694522	-0.694522	-0.694522	-0.046864	-0.694522	-0.604321	2.412074	-0.694522	2.636053	-0.694522	0.404125	-0.694522	-0.275245	-0.694522	0.205944	3.366481	-0.694522	0.524860	-0.694522	-0.374796	-0.694522	-0.694522	0.476415	0.229293	0.607104	-0.694522
Probe 3050	0.667616	1.187613	-0.057676	0.165252	0.218697	-0.551608	-0.402052	-2.113639	0.364696	-0.521308	0.608792	0.148252	-0.098716	0.290175	0.708610	0.313351	0.042007	-0.305423	0.813353	0.266881	0.323016	0.710653	0.624206	-0.549653	0.435382	-0.730978	0.613354	-0.948208	-0.854819	-0.170455	0.394459	0.443536	-0.215819
Probe 3051	0.205391	0.753005	-0.251018	0.753329	0.386354	-0.050254	-0.291873	-0.678472	0.172204	-0.272101	1.258083	0.453844	-0.458202	-0.108194	-0.610008	0.250326	0.189489	-0.853057	0.754358	0.107403	0.121625	-0.008773	0.708111	-1.505354	0.732243	-0.670182	0.475144	-0.412733	-0.910895	0.471398	0.180270	0.320091	-0.545200
Probe 3052	0.698558	0.979605	0.935644	1.085580	0.141394	-0.851341	1.725162	-1.793510	-1.427081	0.630767	1.610372	-2.573049	-0.977624	-0.513267	0.732553	0.008758	-0.515380	-1.594879	0.856259	-0.564648	1.045200	-0.355021	2.318612	-0.811470	0.319288	-1.876235	1.620783	-1.240409	-2.626412	0.937832	1.009123	-0.763638	0.842893
Probe 3053	-0.090743	-0.090743	-0.090743	-0.090743	-0.090743	-0.090743	3.720483	-0.090743	-0.090743	-0.090743	-0.090743	-0.090743	-0.090743	-0.090743	-0.090743	-0.090743	-0.090743	-0.090743	-0.090743	-0.090743	-0.090743	-0.090743	-0.090743	-0.090743	-0.090743	-0.090743	-0.090743	-0.090743	-0.090743	-0.090743	-0.090743	-0.090743	-0.090743
Probe 3054	0.816714	0.890542	-0.922264	-0.907166	0.869865	0.447308	1.121532	0.092551	-0.266215	-1.122723	1.309875	-0.196662	-0.050521	-1.348568	-0.064982	0.006339	0.530585	-0.441600	1.616325	0.770905	-0.439237	0.417995	-0.996879	-0.606763	-0.501645	-0.392699	0.168427	-0.119330	-0.275777	-0.362309	0.286066	0.424840	0.142816
Probe 3055	-0.090050	-0.409013	0.097686	0.854344	-0.832170	0.308428	0.904147	-1.197265	-0.610912	0.219694	-1.197265	1.601914	-1.197265	-1.197265	-1.197265	0.885246	0.512025	-1.197265	1.120003	-1.197265	-1.197265	0.807537	1.830220	-1.197265	1.173058	0.280333	1.295082	0.310043	-0.747575	-1.197265	0.486879	0.511583	-0.295312
Probe 3056	0.626340	0.999191	-1.832794	-0.202946	0.709691	0.485791	1.214795	-1.790976	0.658237	0.597400	0.743940	0.370390	-0.602891	0.083542	0.234819	0.379724	-0.575442	-0.479002	1.443335	0.492801	0.194359	0.105058	-0.024398	-1.882420	0.818104	-0.991579	0.375271	-0.899777	-0.750522	-0.357550	-0.258973	0.307180	0.932408
Probe 3057	0.723058	0.778736	-2.001182	-1.432420	-2.001182	0.143063	1.510273	-2.001182	1.785421	0.863837	1.784074	0.832868	1.138157	-0.261852	-0.874426	0.386061	0.058866	0.153734	2.178615	1.322049	-0.121587	-1.702166	1.034910	-2.001182	2.200053	-2.001182	1.014118	-0.345531	-2.001182	1.353015	-1.320518	0.643196	0.165187
Probe 3058	0.912659	0.374220	0.382126	0.478808	-0.423176	-2.471416	0.010046	-0.630555	1.145463	-0.760890	-0.294965	0.954896	0.209914	0.368259	0.495101	-0.487757	0.300732	0.259194	-0.390838	0.266400	1.108005	-1.383399	-0.488891	-0.986201	0.220935	0.375479	1.851213	0.599110	-0.317667	0.018087	-0.014333	0.057639	-1.427619
Probe 3059	1.825442	0.826689	0.583345	0.898213	0.423881	-1.100580	-1.189152	-0.504034	-0.233371	-1.474503	0.533074	-0.727382	0.237402	0.583048	0.751115	1.133559	-0.385174	-1.976875	0.515588	-0.443646	0.086619	0.094627	1.367394	-0.825630	0.084035	0.011877	0.767267	-0.123737	0.172239	0.073793	0.951043	0.184311	-0.551169
Probe 3060	0.295822	0.144842	-0.206516	-0.001136	-0.029894	-0.099396	-0.045188	-0.500300	0.924968	0.242286	0.630882	0.784354	0.621528	-0.255364	-0.151978	0.293477	0.380402	-0.351047	0.429569	-0.144768	0.121190	0.074677	0.055961	-0.732555	0.232158	-0.429849	0.197694	-0.201375	-1.034993	0.394386	-0.214918	0.308330	-1.626031
Probe 3061	1.274783	1.267707	0.005392	1.151119	-0.145318	-0.757112	-0.918165	-1.989944	-0.120433	-1.332383	0.087400	0.682973	0.083477	0.361142	0.723726	1.699969	1.829584	-0.368975	-0.372056	-0.342412	-1.099250	1.178084	1.485261	0.260217	0.149551	-1.080918	1.323395	-1.264848	-1.107902	-0.205427	0.633802	0.132516	-2.596594
Probe 3062	-0.710467	-0.710467	-0.710467	3.378717	-0.710467	-0.710467	-0.710467	-0.710467	-0.046670	-0.710467	-0.710467	-0.710467	1.521507	1.354849	-0.710467	2.676775	1.342644	1.693620	-0.710467	0.405105	1.307124	-0.710467	2.420495	-0.710467	0.347451	-0.710467	-0.710467	0.829706	-0.710467	-0.710467	-0.710467	1.178953	-0.710467
Probe 3063	-0.323847	3.542058	-0.323847	-0.323847	-0.323847	-0.323847	-0.323847	-0.323847	-0.323847	-0.323847	1.204332	-0.323847	-0.323847	-0.323847	-0.145003	-0.323847	-0.323847	-0.323847	-0.323847	-0.323847	-0.323847	-0.323847	-0.323847	1.578558	-0.323847	-0.323847	3.305612	-0.323847	-0.323847	-0.323847	-0.323847	-0.323847	-0.323847
Probe 3064	0.278697	0.935583	-0.758363	0.461417	0.213854	1.220915	0.834582	-2.134145	0.500455	0.548098	1.253186	-0.728111	-0.011001	0.037893	-0.086424	-0.421623	0.113782	-0.023254	1.793264	0.903928	-0.483596	0.220975	-2.134145	-1.213669	0.694046	-1.050461	1.874767	-1.366020	-1.219429	0.854798	2.131482	0.389063	1.210052
Probe 3065	0.261982	0.470225	-0.806325	0.003432	0.787584	1.228755	0.358752	-1.491600	0.908063	0.369248	0.174517	0.837717	0.311086	-0.106824	0.057233	0.317039	-0.059526	0.194668	0.709449	0.269620	-0.137601	0.334569	0.084339	-1.242073	0.774861	-1.773222	0.239075	0.174659	-1.210903	-0.373966	0.173957	0.249409	-1.773222
Probe 3066	0.575526	0.516773	-1.175622	-0.386520	0.292153	0.822736	0.477553	-0.920774	0.584543	0.331713	1.036375	0.089056	-0.198949	-0.233806	0.040537	-0.146960	0.134178	-0.738122	1.328058	0.309585	-0.210035	0.339736	-0.566037	-1.005257	1.247151	-0.775663	0.464306	-0.755206	-1.527100	0.484793	-0.203222	-0.006554	1.063790
Probe 3067	-0.360896	-0.360896	-0.360896	2.789217	-0.360896	-0.360896	-0.360896	0.001647	-0.360896	-0.360896	-0.205351	-0.360896	1.960630	0.198313	-0.360896	0.988099	-0.360896	-0.262248	1.341901	-0.360896	1.092151	-0.360896	1.092683	-0.360896	-0.360896	-0.360896	-0.360896	-0.360896	0.160945	-0.360896	-0.360896	0.337226	-0.360896
Probe 3068	1.492452	0.532526	0.998795	1.084009	0.569413	-0.515242	-0.971243	-0.539192	0.651675	-0.871276	-0.049575	-2.264013	-0.512499	1.251371	0.348927	1.026761	1.575947	0.689220	-1.427607	0.198621	-0.137158	1.488089	0.435366	-0.114319	0.098647	-0.253447	1.558642	-0.404513	-0.710272	-0.155743	1.534539	0.094578	-1.079353
Probe 3069	-0.190545	-0.257032	0.700036	-0.337250	0.508866	0.180005	-0.276785	-0.448768	0.277052	-0.345871	0.060499	0.121206	0.135288	0.741491	0.192174	0.228887	0.213504	0.751372	-0.017862	-0.205740	-0.923150	0.158092	1.319898	-0.899155	-0.285055	0.296562	-0.405833	0.971252	-0.484840	0.234149	0.685548	-0.255361	-0.715645
Probe 3070	-1.147084	-1.147084	3.405287	-1.147084	-1.147084	-1.147084	-1.147084	1.530023	-1.147084	-1.147084	0.853848	0.542122	1.402548	3.463478	-1.147084	3.365602	-0.779713	2.308315	-0.666680	-1.147084	-1.147084	-1.147084	1.585954	-1.147084	-1.147084	-1.147084	-1.147084	1.192998	2.819182	-1.147084	0.303618	2.016330	-0.020372
Probe 3071	-0.515871	0.645257	-0.515871	0.647439	0.135982	-0.515871	0.881236	-0.515871	0.070483	-0.515871	-0.515871	0.515124	0.758127	0.270109	-0.154650	0.802659	0.010198	0.524224	-0.515871	-0.515871	1.071802	-0.515871	0.977534	-0.515871	-0.515871	-0.515871	-0.456268	2.305366	-0.047802	-0.324295	-0.515871	-0.515871	1.159076
Probe 3072	0.132822	0.575454	-1.675249	-1.675249	1.233951	-0.445663	-0.580286	-1.675249	-1.269468	-0.461050	3.713330	-1.675249	-1.501280	-1.675249	1.730366	-1.675249	-0.412214	-1.626642	2.189240	0.808584	-1.675249	1.060406	0.281478	-1.675249	0.983365	-1.675249	5.003332	-1.675249	-1.675249	0.473693	1.423064	-1.675249	2.938579
Probe 3073	-0.575763	-0.575763	-0.575763	-0.575763	-0.575763	-0.575763	-0.410164	-0.575763	-0.575763	-0.575763	2.085383	-0.575763	-0.575763	-0.575763	0.388342	0.205393	1.945288	-0.575763	1.655153	-0.575763	0.294752	0.757662	-0.575763	-0.575763	-0.575763	0.098464	-0.575763	-0.575763	-0.575763	-0.575763	-0.575763	-0.575763	1.983909
Probe 3074	0.588233	-0.473052	-0.378768	0.509263	0.184705	-0.766094	-0.129893	-1.816826	0.096609	-0.604892	-0.424908	0.501658	0.025465	0.689836	0.181117	0.825581	0.776256	0.439950	-0.160384	-0.203273	0.189771	0.143668	1.103374	-0.532313	-0.344759	0.142116	0.466448	0.028039	-0.353727	-0.281652	0.401391	-0.045524	-0.225281
Probe 3075	0.059901	-0.515360	1.233236	1.305865	-0.297572	-1.253162	-1.036551	-1.014457	0.680958	-1.188596	-1.927576	0.635519	0.899940	1.559963	-0.397727	1.795820	1.037177	1.766186	-1.823564	-0.423910	0.381209	0.235216	1.891549	0.116410	-0.745238	-0.442820	0.225146	0.366595	0.579266	-0.443301	0.478320	0.406087	-2.274020
Probe 3076	-0.379629	0.170633	-0.379629	-0.379629	-0.379629	-0.379629	-0.284666	-0.379629	1.127690	-0.379629	-0.379629	2.306001	0.263825	-0.379629	-0.379629	-0.379629	0.342837	0.990905	0.994906	0.120479	0.279382	-0.379629	-0.152119	-0.379629	-0.379629	0.322184	-0.379629	0.560885	0.788411	-0.379629	-0.379629	1.545185	-0.379629
Probe 3077	-0.020412	0.182869	0.574684	0.954823	-0.450057	-1.071520	0.077974	-1.615444	0.457963	-0.168297	-0.512240	0.680486	0.931358	0.507054	-0.563923	1.000584	0.907777	0.939120	-0.420458	-0.826059	-0.265556	0.486393	1.038648	-0.072274	-0.594549	-0.674727	-0.483283	1.070656	0.216916	-0.687278	0.757790	-0.629894	-1.337535
Probe 3078	0.954913	-0.693183	0.619856	-0.081232	-0.156007	-0.135176	-0.068224	-0.408199	-1.580575	-0.238798	-0.074903	-0.012214	-0.117060	1.205657	-0.110361	1.969449	1.188039	0.294295	-0.218341	0.066462	-0.261427	-0.369142	1.508723	0.096553	0.178431	-0.229905	-0.510481	0.866640	-0.545164	0.220978	0.739800	0.283394	-2.291203
Probe 3079	-0.263615	-0.263615	0.441474	-0.263615	-0.263615	-0.263615	-0.263615	-0.263615	-0.263615	-0.263615	-0.263615	-0.263615	-0.263615	-0.263615	1.621167	0.968825	-0.263615	-0.263615	-0.263615	-0.263615	-0.263615	0.827034	-0.263615	-0.263615	-0.263615	-0.263615	-0.263615	-0.263615	1.439832	-0.263615	-0.263615	-0.263615	-0.263615
Probe 3080	1.798663	-1.340614	-0.194951	0.575813	0.510448	-1.340614	-1.340614	-1.340614	0.124061	-1.340614	2.926002	1.673375	1.060496	-1.340614	-0.580222	-1.340614	-1.340614	0.036694	2.322263	-0.733591	-1.340614	-1.340614	1.212255	-1.340614	2.089597	-1.340614	-1.340614	-1.340614	-1.340614	-1.340614	2.137414	-1.340614	2.978965
Probe 3081	0.976441	0.424598	1.277570	1.018574	-0.231720	-1.361443	-0.822945	-0.541597	0.100955	-2.307168	1.230801	-1.443087	0.338466	1.264592	0.640383	1.864078	1.013143	0.206289	1.060110	-1.308805	-1.301602	0.566081	1.264987	0.545942	-0.815866	-0.480569	-0.407519	-0.858591	0.151877	-1.320583	1.571853	-0.501084	0.570347
Probe 3082	0.936049	1.171087	-0.885690	0.805511	0.946887	0.923250	0.840966	-1.783158	0.518762	0.070783	-0.144257	0.076378	0.254386	0.757387	-1.931385	0.662304	-0.367740	0.340541	0.313149	0.711269	0.218413	0.633087	0.553314	0.312895	1.096279	0.242705	-2.036766	0.645629	-1.709248	0.174148	-0.714199	0.280365	-2.036766
Probe 3083	1.249436	0.107895	0.425651	0.712176	0.487170	-0.416292	1.302781	-2.424617	1.324572	-0.023508	-0.548030	0.506238	-1.066816	-0.596630	0.249486	-0.347296	0.781713	1.123741	0.613268	-0.430192	0.024776	1.812132	2.204991	-0.945355	-0.813727	0.713592	-2.424617	-0.135828	-2.424617	-1.103758	0.786562	1.616806	-0.556217
Probe 3084	1.586342	-0.324364	0.940942	-0.324364	-0.324364	-0.324364	-0.324364	-0.324364	-0.324364	-0.324364	-0.324364	-0.324364	-0.324364	-0.324364	-0.324364	-0.286571	1.312550	0.529171	-0.324364	-0.324364	-0.324364	-0.324364	-0.324364	-0.324364	-0.324364	-0.081982	-0.324364	0.107894	-0.324364	-0.324364	-0.324364	-0.324364	0.965425
Probe 3085	0.573468	0.570927	-0.433053	0.150063	-0.261683	-0.433053	-0.433053	-0.433053	-0.433053	-0.433053	-0.433053	-0.433053	0.323410	0.398115	0.815692	3.001630	-0.194267	0.753057	-0.433053	-0.433053	-0.120433	-0.433053	1.435562	-0.425466	-0.433053	-0.433053	-0.094027	-0.433053	-0.433053	-0.433053	0.508320	0.203480	-0.000586
Probe 3086	1.460813	0.344753	1.585468	1.923135	-0.100859	-0.234921	-0.624902	0.748875	-0.358649	-1.346189	-1.164534	-0.855002	-0.268776	2.502070	0.066741	2.601287	0.856315	-0.111807	-3.458381	-1.199281	-0.943427	-0.591082	2.205543	0.102835	0.584030	2.017021	-3.458381	1.479977	0.460238	-0.551935	2.298634	-0.713649	-3.458381
Probe 3087	0.769861	0.758422	-0.433156	0.656626	-0.368138	0.566123	0.475288	-1.285087	-1.285087	-0.421170	0.490185	-0.288308	0.158068	0.178964	-0.046122	1.222785	2.232189	-1.236481	-0.126044	1.030281	0.038220	0.791121	1.309994	-0.382682	-0.550284	-1.285087	2.092949	-1.285087	-1.285087	0.786907	-0.471361	0.224689	-1.285087
Probe 3088	0.042570	-0.573806	2.016420	-0.573806	-0.573806	-0.573806	-0.573806	-0.573806	-0.573806	-0.573806	1.468947	-0.573806	-0.573806	-0.573806	-0.168191	-0.573806	1.122188	-0.573806	-0.035597	0.467449	-0.573806	-0.573806	-0.573806	-0.436935	-0.573806	-0.573806	1.262920	-0.573806	0.878965	-0.573806	1.794915	3.590388	0.920461
Probe 3089	0.689748	1.583105	-1.042177	-1.498879	0.510375	0.495123	1.222670	-1.498879	0.984430	0.239708	-0.595851	1.351231	0.062113	-1.498879	0.195050	-0.498982	0.240969	-0.282234	1.515700	0.956618	-1.186258	-0.170319	0.153298	-1.081901	1.634167	-0.847106	0.306968	-0.476997	-1.498879	1.242395	-1.498879	0.728598	0.647798
Probe 3090	0.065324	-0.230596	-1.911933	-0.272782	-0.476808	2.443128	1.294325	-1.156823	1.048437	0.558083	-0.106446	0.256907	0.379220	1.048337	-0.111089	0.716156	-0.198237	-1.465362	-0.129702	0.363469	-1.451606	-1.911933	0.359972	-0.854497	1.972199	0.367538	-0.106086	2.569804	-0.923216	1.245952	-1.911933	-0.186087	0.215962
Probe 3091	-0.828784	0.633049	-0.098081	0.143261	-0.255365	-0.779713	-0.281874	-1.232856	1.505633	-0.135575	1.282813	1.058667	0.311063	-0.460051	0.453895	-1.232856	0.018106	-0.101787	1.336612	0.576175	0.855360	0.119870	0.326851	-1.232856	0.857906	-0.953384	-0.444454	-0.065033	-1.232856	-0.203795	0.080751	-0.596322	0.624185
Probe 3092	-0.340544	-0.184560	-0.340544	2.709775	-0.340544	-0.340544	-0.061363	-0.340544	-0.106943	-0.340544	0.838270	-0.340544	-0.340544	-0.340544	-0.340544	-0.340544	-0.340544	-0.340544	0.294583	-0.340544	-0.340544	-0.051512	2.587406	-0.340544	-0.340544	0.430618	0.719059	-0.340544	0.368065	-0.340544	-0.340544	-0.340544	-0.104553
Probe 3093	0.925070	-1.184844	-0.865646	-1.184844	0.330743	1.925127	2.518589	-1.184844	2.110897	2.152652	1.473200	0.786709	0.685575	-0.543600	0.167331	-1.184844	-1.184844	0.178885	-0.174973	-0.795213	0.402828	-1.184844	-1.184844	-0.810935	1.122998	-0.101160	-1.184844	0.107807	-1.137913	1.008780	-1.184844	-1.181253	-1.184844
Probe 3094	0.763216	-1.241219	-0.762503	0.578375	0.261948	0.669480	0.404034	-0.745631	0.900822	0.775191	0.575966	1.115570	0.459873	0.367557	0.720199	0.437871	-0.470744	-1.634243	0.142457	0.855424	-0.873448	0.493292	0.903123	-0.466784	1.044571	-1.634243	0.398942	-0.539757	-0.492674	1.118882	-1.634243	0.301570	-1.634243
Probe 3095	-0.894966	-0.894966	1.402428	0.900304	-0.894966	-0.894966	-0.149337	0.403207	2.989786	-0.894966	-0.894966	2.170369	3.610149	-0.894966	-0.894966	-0.524598	-0.894966	-0.894966	-0.072809	-0.894966	2.782383	-0.894966	1.584083	-0.152670	-0.894966	-0.894966	-0.894966	-0.894966	0.328216	-0.894966	-0.894966	-0.894966	-0.894966
Probe 3096	1.260205	1.225483	-1.386147	-2.091237	-2.091237	1.218924	1.336473	-0.326170	0.971803	0.785836	0.141384	0.982330	0.342681	0.372815	-1.379519	-2.091237	0.575520	0.600547	1.927643	1.102894	0.954053	0.202795	-1.813100	-0.244446	0.919653	0.204619	-1.502014	0.334001	-0.176520	0.584155	0.389796	1.449489	-2.091237
Probe 3097	-0.122658	-0.122658	-0.122658	-0.122658	0.426559	-0.122658	-0.122658	-0.122658	-0.122658	-0.122658	-0.122658	-0.122658	-0.122658	-0.122658	-0.122658	-0.122658	-0.122658	-0.122658	-0.122658	-0.122658	-0.122658	-0.122658	3.161683	-0.122658	-0.122658	-0.122658	-0.122658	-0.122658	-0.122658	-0.122658	1.195436	-0.122658	-0.122658
Probe 3098	1.083399	-0.269947	0.819381	1.317206	0.355455	-0.424674	-1.097547	-1.097547	-1.044068	-0.512166	-0.310871	0.017370	0.301981	1.629880	-0.436203	1.266442	-0.047917	-1.048941	-1.097547	0.654377	-0.198177	0.060478	1.263166	0.162705	-0.546090	-0.607238	-0.792468	0.695334	-0.723806	-0.068487	1.440377	0.265125	-1.097547
Probe 3099	0.659689	1.225749	0.573515	1.098091	0.375190	-1.421027	-0.661814	-0.183610	-0.309404	-1.717221	0.569745	-0.610649	-0.389779	1.718607	-0.190186	1.297446	0.439943	-0.564620	0.374329	-0.497492	1.356828	-0.208501	0.787228	-0.737697	-0.998304	-0.438032	1.099464	-0.121699	-0.686331	-0.456641	1.596908	0.358267	-0.413248
Probe 3100	1.299553	1.010205	-0.837032	0.105642	-0.105598	-1.311116	0.920645	-1.311116	0.620316	-1.184165	1.593657	-1.311116	-0.510858	-0.306496	-0.127166	0.374375	-0.000776	0.431387	1.983109	0.882300	0.194485	0.204595	-0.510139	-1.270106	-1.311116	-1.311116	0.945307	-1.311116	-0.188759	0.351766	0.701200	0.327663	1.624977
Probe 3101	0.704237	0.763752	0.856418	0.805015	-0.504863	0.363302	-0.898522	-0.484072	-0.382683	-0.810008	-0.281881	-0.787930	-0.161910	0.942611	0.850278	0.862621	0.577100	-0.246450	-0.878368	0.081496	0.215733	1.057097	0.807508	-0.377509	1.119529	-0.525287	0.678427	1.111466	-0.501329	-0.334503	1.259547	-0.898002	-0.160438
Probe 3102	0.281747	0.531623	-1.378703	-0.822405	0.785905	1.116949	0.543792	-1.668258	0.833232	0.557259	1.053225	0.513002	0.078539	-0.416049	-0.408198	0.334794	-0.675745	0.014946	1.150984	0.617279	-0.450985	-0.819462	-0.195851	-1.206115	1.065801	0.038241	-0.273253	-0.944383	-1.332539	0.241141	0.137004	0.201809	0.604356
Probe 3103	1.549446	1.219467	1.107279	1.701704	0.193627	-2.406217	-2.406217	-2.406217	-2.406217	-2.406217	-1.800870	-0.434664	-0.535798	0.862846	0.446857	1.776348	1.566476	2.107596	-2.406217	0.163840	-0.900616	2.512576	2.526021	-0.065474	-2.406217	0.265223	1.097934	0.658083	0.474605	-0.650318	0.739570	0.300492	-2.406217
Probe 3104	1.233914	-1.357570	1.196334	0.022662	0.717808	-0.249815	-1.357570	-0.397876	-1.357570	-1.357570	-1.357570	0.138311	-1.357570	1.180379	0.099575	1.870194	0.560816	1.386244	-1.357570	-0.297375	0.173607	0.123480	1.142958	-0.384199	-1.357570	1.032864	-1.357570	0.691968	-0.013373	0.499988	0.420770	-1.357570	-0.644320
Probe 3105	1.308103	0.042957	-1.464677	0.818122	0.396181	0.193274	-0.231642	-2.022663	-0.415248	0.709905	-0.622281	-0.266018	0.378447	0.441389	0.469900	0.395696	1.030448	0.147934	-2.022663	0.389260	0.001494	0.877803	0.499031	-0.280366	0.390954	-0.032088	0.896525	-0.805230	-0.668550	-0.221740	-0.283942	1.097210	0.829380
Probe 3106	1.417516	-0.407081	-0.407081	-0.407081	-0.407081	-0.407081	1.415510	-0.407081	0.363273	-0.407081	0.141339	-0.407081	-0.407081	-0.407081	-0.407081	-0.407081	-0.230758	-0.407081	0.804835	-0.407081	-0.407081	0.006646	-0.205565	-0.407081	-0.407081	-0.407081	-0.407081	-0.407081	-0.407081	-0.407081	-0.407081	4.735320	0.201676
Probe 3107	-0.281321	-1.055762	0.819253	1.591951	0.328095	-1.055762	0.309543	0.186487	-0.357199	-1.055762	-0.594804	-0.274339	1.391991	0.624815	-0.694541	-1.055762	0.248749	0.829007	-1.055762	-1.055762	1.349047	-1.055762	0.412426	-0.177810	0.076157	-1.055762	-1.055762	-0.175578	0.181776	1.419534	1.603841	0.237336	-0.067972
Probe 3108	0.253285	0.903318	-0.425321	-0.017906	-0.728034	-0.837629	-0.647618	-0.837629	-0.173831	-0.557573	0.855181	-0.042868	0.325199	0.126993	-0.090977	2.024216	0.568363	-0.837629	0.575445	0.128621	0.553277	0.594360	0.886307	-0.837629	-0.201090	-0.696394	0.677169	-0.837629	-0.043984	-0.401581	-0.773636	1.005805	0.714138
Probe 3109	0.241818	0.453758	-1.251044	-0.183307	0.300873	-0.136773	0.152136	-0.785696	0.516753	-0.010562	0.952202	0.591421	0.348385	-0.042967	-0.052503	0.156276	0.184645	-0.959110	1.236629	0.339754	0.003469	0.185626	-0.083733	-1.287680	0.840719	-0.498352	0.406026	-0.636678	-0.797298	-0.013307	0.170721	1.178833	0.376931
Probe 3110	1.684801	1.728916	-1.712849	0.743819	1.618375	-1.284383	0.451302	-3.989007	-0.170736	0.663407	1.270543	0.273239	-0.032684	-2.024717	0.887735	-0.286147	0.932026	-1.557688	1.185338	0.724808	-0.488557	1.326967	-2.000685	0.381193	-0.643090	-0.008407	0.579451	-2.931755	-1.687236	0.427186	-1.430535	-0.249422	0.544449
Probe 3111	-0.404919	-0.404919	0.399706	-0.404919	-0.404919	0.797239	-0.404919	-0.404919	-0.017285	-0.124863	-0.404919	0.741553	-0.404919	-0.404919	-0.404919	0.039874	0.264108	-0.404919	0.347565	0.499785	-0.404919	1.482371	-0.404919	-0.404919	-0.404919	-0.404919	-0.154854	-0.404919	-0.404919	0.660381	-0.404919	2.888179	-0.404919
Probe 3112	0.014939	-0.757989	-0.969945	-0.015483	0.114759	0.366266	1.201749	-2.395715	2.930518	1.103664	-0.019036	2.179278	0.548134	-1.931664	-1.362069	1.288923	2.191650	0.190407	0.141403	0.403014	-0.808043	1.415135	2.712399	-1.382503	1.558934	-1.116244	1.283339	-0.303444	-1.977185	0.391034	-2.395715	0.000525	-0.015856
Probe 3113	0.954056	-1.247282	-1.247282	-1.247282	1.275094	1.465983	0.943938	-0.093210	1.427781	0.885166	1.360210	-1.247282	-1.247282	0.308085	0.263686	-0.911265	0.394264	-0.030638	1.820351	1.208215	0.046444	0.537160	0.775263	-1.247282	2.055563	0.468129	0.991267	-1.247282	-1.247282	1.109658	-1.247282	0.672001	-1.247282
Probe 3114	2.878117	2.389972	-0.836401	0.019242	0.222729	-0.836401	-0.836401	-0.836401	1.996763	-0.836401	-0.836401	3.171874	1.317077	0.001109	1.241811	-0.836401	-0.491572	0.657683	-0.836401	-0.836401	-0.836401	-0.836401	0.122913	-0.836401	-0.836401	0.641197	-0.836401	0.914981	-0.836401	-0.836401	-0.836401	-0.836401	-0.227644
Probe 3115	0.469194	0.666187	-0.927012	-0.295243	0.116365	0.448477	0.470026	-1.086089	0.795067	-0.005759	0.039175	0.904302	0.218274	-2.326707	0.126983	-0.376340	-0.680613	-0.117816	1.046294	0.375763	-0.338532	-0.091847	-0.044695	-0.559143	0.946044	0.022234	-0.449642	-0.086825	-0.730246	0.147712	-0.320434	0.237155	0.679046
Probe 3116	-0.586380	-0.586380	-0.408537	0.059625	-0.586380	-0.586380	-0.330136	-0.586380	0.400351	0.126758	-0.586380	-0.245530	0.204260	2.782375	-0.586380	2.367536	0.017692	1.009938	-0.586380	-0.586380	0.699173	-0.489994	3.299342	-0.586380	-0.586380	-0.586380	-0.586380	-0.586380	-0.586380	-0.586380	-0.164574	0.534296	-0.586380
Probe 3117	0.685326	0.505923	-1.648236	-0.115449	-0.838741	0.899119	0.879472	0.874044	1.260901	0.665956	-0.605555	1.003657	0.656439	-0.287481	-2.349381	0.986647	0.412708	-0.137015	1.297092	0.840524	0.124737	-0.974523	0.715322	-0.409101	2.405626	-0.060136	0.100570	-0.056106	-1.738959	0.515860	-0.547348	0.844506	-2.411042
Probe 3118	0.806030	0.811103	-0.926890	0.429470	0.305993	0.230768	0.523010	-0.020388	0.236998	-0.184131	0.918426	0.122058	-0.942691	0.219166	0.028626	0.659339	0.013633	0.545505	2.155618	0.238216	-0.188944	0.118287	0.387361	-0.800587	0.696962	-1.785454	-1.168295	-0.690969	-1.785454	-0.637568	0.954940	-0.614263	1.566857
Probe 3119	0.887739	1.221164	0.518068	1.031794	-0.270675	-0.380312	-0.625768	0.268890	1.201362	-0.553999	-1.476194	1.152233	-1.476194	1.700854	0.722970	1.334971	0.422982	-1.476194	-0.812817	-1.476194	0.577142	-0.162331	1.177581	0.101249	-1.476194	-1.476194	-1.476194	1.656504	0.083272	-1.476194	2.628627	2.057912	-1.476194
Probe 3120	-0.035792	0.593892	1.181133	0.980740	-0.600748	-0.754737	-0.754737	-0.754737	-0.080921	-0.754737	-0.119643	-0.754737	0.208506	1.553664	0.019265	1.541631	0.704695	0.228775	-0.553793	-0.754737	-0.754737	0.735057	1.770454	-0.754737	-0.754737	0.016424	0.313566	-0.660251	-0.072123	-0.754737	0.558870	-0.754737	-0.754737
