Probe ID	Training experiment 1	Training experiment 2	Training experiment 3	Training experiment 4	Training experiment 5	Training experiment 6	Training experiment 7	Training experiment 8	Training experiment 9	Training experiment 10	Training experiment 11	Training experiment 12	Training experiment 13	Training experiment 14	Training experiment 15	Training experiment 16	Training experiment 17	Training experiment 18	Training experiment 19	Training experiment 20	Training experiment 21	Training experiment 22	Training experiment 23	Training experiment 24	Training experiment 25	Training experiment 26	Training experiment 27	Training experiment 28	Training experiment 29	Training experiment 30	Training experiment 31	Training experiment 32	Training experiment 33	Training experiment 34	Training experiment 35	Training experiment 36	Training experiment 37	Training experiment 38	Training experiment 39	Training experiment 40	Training experiment 41	Training experiment 42	Training experiment 43	Training experiment 44	Training experiment 45	Training experiment 46	Training experiment 47	Training experiment 48
Probe 1260	0.913591	0.688561	1.663081	0.000000	-1.569212	-0.762392	0.840089	0.356599	-1.410999	0.283037	0.677453	1.526187	-0.321257	0.770858	-0.427395	0.350862	-1.980024	-2.415217	0.477153	0.608273	0.888885	-2.527327	-0.949571	-2.438528	1.292314	0.572081	0.895209	-1.094756	0.089710	-0.146950	0.640060	1.095240	0.081250	0.413906	-1.625719	2.081575	-1.954766	-0.686387	-0.585970	0.859695	-1.317964	-1.015035	0.738775	2.085290	0.049224	0.523593	1.539196	-2.829375
Probe 1261	-1.623163	0.509659	1.431058	-1.170914	-1.344845	-4.078388	-0.417549	-1.365521	0.697803	-0.090848	-1.245196	-1.199623	-0.722054	0.590912	0.235693	0.085290	1.792995	1.961003	1.056975	-0.946380	-0.921152	0.775944	-3.290351	-0.864432	-1.652929	-0.447796	0.061669	0.124477	-1.141207	0.142495	-1.058490	-0.409240	-1.156822	-0.952734	1.038796	-0.378466	-0.064622	1.040108	-0.775393	-1.271780	-0.756043	-0.676527	-0.773015	1.570597	-1.349722	-0.991189	-0.900992	-0.947360
Probe 1262	0.522719	0.205008	0.095056	0.181354	0.145060	-1.026506	-0.251741	-0.833268	0.359763	0.406420	-0.548131	0.382926	-0.323958	-0.384727	0.817239	-1.511990	0.499590	-0.781707	-0.653416	-0.045628	-0.302406	-0.088692	-0.811114	-0.098641	0.445203	-0.366947	-0.259644	0.512272	-0.196558	-0.237080	-0.009680	-0.504294	-0.314558	0.663771	0.862444	0.385804	0.968522	1.301170	0.758294	-0.794755	0.401011	0.384554	-0.099536	0.402956	-1.588640	0.100713	-0.151199	-0.236508
Probe 1263	1.566181	1.915123	0.435208	-1.260311	-0.866218	-2.972771	0.121496	-1.748829	-0.002336	0.138154	2.520620	-2.801749	-1.251414	-2.312033	-0.080284	0.000000	-2.221612	0.565637	-1.582097	1.284825	-0.627159	2.095570	-3.916722	-2.988685	-0.533743	0.707958	-0.678072	0.000000	2.681710	-3.437405	3.919406	0.139064	-2.832890	0.000000	0.793443	0.731685	1.283512	0.997549	-2.193083	3.235732	-1.264288	0.254929	-0.783634	1.402843	2.297061	-1.292002	-2.509842	1.833313
Probe 1264	-4.227152	-3.706120	-1.085925	0.447574	-1.789903	0.211066	-1.228110	0.378182	-0.791295	-1.382325	-3.725249	-2.439008	-1.082817	2.369281	0.112947	-1.263333	-2.100200	-3.450553	-0.616707	-1.544885	-0.345694	-2.934770	1.147692	-0.443492	-0.939361	-1.147491	-0.441257	-2.047306	-0.279861	-3.135525	-3.364732	-0.651295	-1.771037	-1.537887	0.277162	-1.064018	-0.705821	-0.573276	-3.536855	-0.811119	-5.136758	0.095157	-0.217883	-1.058894	0.007756	-2.561674	1.564812	-0.771315
Probe 1265	-2.575230	-2.811339	-1.759135	0.098232	0.584509	-2.519171	-1.639915	-1.416331	2.191002	-2.247219	0.037249	-2.152619	0.094999	-3.082489	0.249622	-2.699673	-0.678658	1.744794	-2.751602	-1.249470	-1.059810	-0.079545	-2.535279	-2.026276	-2.674445	-1.079374	-2.634464	-2.017146	-2.178325	-1.390867	-2.588496	-0.759383	0.784403	-2.525129	-0.109686	-2.252645	-0.817540	1.266657	0.282795	-0.223719	-2.476922	-3.009867	-2.059717	1.220238	-1.075686	-1.740069	-1.653395	-2.226452
Probe 1266	-0.657566	0.282236	0.860195	1.208941	0.984012	-1.591535	-0.253484	0.382720	0.141241	0.358261	0.011187	0.356542	0.642420	-2.640715	0.292735	-1.413556	0.089234	-0.417384	0.296754	0.365613	-0.049130	0.453637	-2.050626	-0.217365	0.948280	-0.527689	-0.821375	-0.061301	0.569788	0.000000	-0.994828	-0.321928	0.312204	0.079669	0.043895	0.740318	-0.833401	0.153315	-0.090258	0.144016	-0.483104	0.193138	0.131094	-0.135664	-0.327670	-0.189995	-1.994769	0.749201
Probe 1267	0.479297	1.414630	-1.030527	-0.402507	-0.588514	0.325326	-0.195382	-0.083500	-0.459432	-1.150918	-0.447252	-0.062270	0.476692	-2.128574	0.342392	0.000000	0.454546	-0.173899	-0.360039	-0.016438	0.481184	0.522275	-0.674868	-1.363969	-0.169925	0.137046	-0.527158	-0.362821	0.992072	-0.030790	-0.108244	-0.126366	0.912897	0.159753	0.000000	-0.213277	0.231063	0.679178	-0.410066	0.200631	1.076409	0.157704	-1.055549	-0.410782	0.370826	-0.225543	-0.454713	1.486632
Probe 1268	-0.056584	-0.365165	-1.180337	-1.092764	-1.392221	-1.255135	-0.351666	-0.758057	2.030942	-1.329228	-1.291266	-1.095499	-1.706380	-0.824176	-0.114024	0.000000	-0.542318	1.677350	-0.723965	-0.421404	-1.197169	0.000000	-1.031465	-0.964190	-0.265155	0.108486	-1.088560	1.858193	-1.338055	-0.596532	-0.458221	-0.740568	-1.594757	0.000000	1.429461	-0.731748	0.083159	2.048537	-0.592261	-0.331585	-1.460567	-0.635844	-1.139648	0.307182	-0.194636	-1.759437	-0.744865	-0.684793
Probe 1269	0.396565	0.523703	1.329283	0.167088	-0.091662	-0.017943	0.415590	0.485868	0.623155	1.222128	0.461661	0.810228	0.260601	0.239838	-0.800034	0.579980	0.687603	0.137690	0.990135	0.125805	-0.234435	0.458226	-0.101167	-0.116853	-0.014155	0.522251	0.756053	0.333877	0.843388	0.708038	0.342320	0.198386	1.125118	2.156365	0.764926	1.970999	0.094780	0.233049	-0.575418	-0.606694	1.712813	0.566247	0.564624	1.064409	-0.169085	1.624294	-0.454421	0.503455
Probe 1270	0.253521	0.399718	1.500624	0.057185	-0.050462	0.003243	0.236101	0.512385	0.620623	1.042623	0.322467	0.795971	0.172319	0.308983	-0.822181	0.510065	0.627268	0.029926	1.093005	0.114725	-0.193443	0.305376	0.157761	-0.274304	-0.008230	0.480883	0.244049	0.261484	1.140153	1.064596	0.372452	0.314501	1.215240	2.213942	0.578043	2.431036	0.292384	0.017842	-0.900294	-0.629136	1.813057	0.663454	0.745390	0.951556	-0.102503	1.621330	-0.504072	0.593670
Probe 1271	0.626063	-0.212228	1.346477	1.097817	-0.510640	1.059299	-0.052747	1.538677	1.585754	0.463045	0.795604	0.175019	-1.098308	-0.188656	-0.800862	-0.557453	1.050890	1.417557	0.154202	0.618177	1.145329	0.264786	1.921499	1.374079	-0.579098	-0.026609	-0.185646	0.717245	0.131891	0.204457	1.455618	0.271668	0.428491	0.000000	0.520098	1.059647	-0.499926	1.022638	0.396239	1.379299	1.568815	-0.388995	1.452436	-0.038428	0.076693	0.261015	-1.321484	-0.460226
Probe 1272	-3.731971	-3.184959	-3.752642	-4.285650	-1.338059	-3.099901	-4.111852	-4.334854	-4.438852	-4.803738	-2.404370	-2.154607	-3.157490	-0.169141	-3.957395	0.684633	-3.363440	1.317468	-3.989962	-2.695751	-0.061827	-3.682514	-3.749571	-4.554415	2.527547	-3.977470	-4.644538	-1.734729	-3.740211	-3.435562	-4.976343	-4.103556	-3.724704	2.312525	-1.099794	-3.495438	0.392133	-3.521537	1.458874	-1.887449	0.093129	-2.874503	-3.706624	1.383275	-3.500657	-1.181771	2.423801	-1.747260
Probe 1273	0.018569	0.876507	0.818326	0.397921	-0.493675	0.058633	-0.745703	-1.261510	0.212281	0.228448	-1.480500	0.446043	1.292321	-0.096906	-0.923241	-0.100594	0.452537	-1.270989	0.179029	-0.353981	-0.273100	0.459148	0.638208	0.106225	1.765731	-0.953287	0.399543	-0.193966	-1.220852	-0.125684	-0.203786	-0.362944	0.347680	0.710761	-0.499052	-1.597144	0.220686	-0.952360	0.919285	-0.075819	0.234788	-0.668334	-0.225091	1.097800	-1.426265	0.712248	1.155777	1.075730
Probe 1274	-0.751064	-1.349853	-3.055920	-0.508532	-0.465630	-3.170458	-4.265757	-3.300451	-2.166902	-4.876989	-1.785137	-3.258532	-2.948689	-4.358481	-0.172098	-4.618239	-0.888013	1.940583	-4.116036	-4.820391	-2.493436	0.006836	-3.295104	-3.911618	-0.736294	-3.980745	-4.188617	-0.862955	-1.980109	-0.474105	-1.694093	-2.636579	-4.650684	-3.263707	0.000000	-3.097741	0.361651	-0.233691	1.334342	-2.905287	-4.464130	-1.030683	-3.882546	-1.530716	-2.290856	-2.595545	-4.124150	1.570725
Probe 1275	0.083832	0.027028	0.318599	-1.234198	-0.200140	-0.640358	1.107667	0.713309	0.842401	-0.076903	1.282202	2.172438	0.055657	0.709053	-0.364356	-0.353637	0.856720	0.785144	0.118493	0.584143	1.239551	0.291311	-1.696282	-0.425945	0.813105	0.957538	-0.192549	1.177723	-0.383647	0.485869	0.344771	0.904744	0.177880	2.203533	1.019900	-0.411783	1.634557	1.625152	0.282486	1.972434	2.803051	0.349083	0.164981	1.008581	0.452267	-0.005517	-0.456914	0.042650
Probe 1276	1.469107	1.558678	-0.349968	-0.087584	2.708153	-1.312503	-0.143510	0.964606	-0.557923	-1.114471	0.595834	-1.573713	1.722990	-0.246267	-0.978541	-1.573233	1.172407	-0.577126	0.743875	-0.314840	-1.642237	-0.034955	-1.909488	-0.295824	1.703496	-0.083376	-1.841857	-1.525723	-0.052353	1.333281	-0.598259	-0.507213	2.390835	0.000000	0.859493	-0.027300	0.714872	-0.540568	0.665488	0.520133	0.200493	-1.778324	-0.723409	1.532310	0.758732	-0.677593	-2.107966	1.676847
Probe 1277	-0.249266	0.675723	0.177368	0.384725	1.238787	0.885601	0.621854	1.216935	-0.019226	0.071656	1.449079	0.548621	1.393254	-0.190103	-0.305214	0.448933	1.030147	0.158002	0.693897	1.746871	0.241852	0.818553	0.902318	0.061401	1.124525	0.685992	0.141525	0.000000	-0.231564	0.459070	1.040469	0.903230	0.988085	0.000000	0.646994	0.500323	0.126489	0.835286	0.673051	0.781182	2.652948	0.037670	-0.187758	0.607782	0.735430	0.692101	0.549629	0.236823
Probe 1278	0.176803	-0.437715	-0.106964	-0.050416	0.582787	-0.657014	0.342670	0.729529	0.574402	0.808516	0.702242	0.853418	-0.048357	-1.665051	0.405896	-0.220022	0.428795	1.460963	0.314847	1.281094	1.394236	0.398707	-0.967579	0.748661	0.046443	0.087089	-0.578526	0.556112	1.525425	0.721181	-1.124759	0.650038	0.877143	0.338416	1.662390	0.577331	0.107290	0.162040	-0.027754	0.938644	-0.557032	-0.476944	-0.052385	0.294318	0.219462	0.819428	-0.357416	0.897859
Probe 1279	0.587605	-0.184190	0.651432	-0.399207	0.917663	-0.315375	-0.241061	0.000000	0.909342	0.960162	0.015052	0.855751	0.695943	-0.294048	-0.515145	-0.456675	0.887935	0.026232	0.483319	0.016805	0.557147	0.083191	-1.394752	0.514895	-0.266944	-0.109024	0.435946	0.761800	0.070472	0.167047	0.781169	0.300839	0.440513	0.128129	1.525223	1.088256	0.527709	0.332673	0.535579	-0.171911	1.048080	0.132953	-0.284471	1.491690	0.267659	0.336646	-0.523611	0.870200
Probe 1280	-1.211762	-0.393351	0.288741	-0.760173	-0.738218	0.748771	-0.062844	0.193277	-0.174117	0.804466	-0.887010	-0.870448	-0.779651	-0.855693	-0.045478	-0.927260	-0.124966	-0.080376	-0.363499	0.645071	0.426994	2.356364	0.136810	-0.594008	-1.142475	-0.106477	1.552427	0.122606	-0.262824	-1.582883	-1.672390	-0.429723	-1.324287	-0.400455	0.767831	0.658134	-0.769965	0.528757	-0.162632	-0.487560	0.216779	-0.474221	0.654307	-1.314789	0.525392	-0.597743	1.001312	0.832939
Probe 1281	-1.989729	-1.640854	-1.377659	-0.664883	-1.085129	-0.787666	-2.284601	-2.078391	-1.663182	-1.410889	-1.228404	-1.254091	-1.003141	-0.009900	-1.595508	0.204864	-1.579226	0.789225	-1.455906	-1.520946	-0.293025	-1.330820	-0.940650	-1.212754	2.180979	-3.078635	-1.469149	-0.833771	-1.126493	-1.476638	-1.339945	-1.540643	-1.072468	1.759737	-1.146940	-1.222392	0.121491	-1.601936	1.180008	-1.237338	-0.053111	-1.598016	-1.617017	1.594622	-1.422430	-0.412349	1.959694	-1.116295
Probe 1282	0.664912	-0.838190	-0.652126	0.000000	0.712474	-0.731218	-0.826586	-1.130072	-0.337193	-0.349498	-0.673473	-1.025596	1.720890	-1.484251	0.201997	-1.240707	0.352808	0.596471	0.030344	-1.452073	0.175827	0.581733	-0.038474	-1.329626	-0.730610	-1.139771	-1.113683	-0.272199	-0.232647	0.201165	-1.729352	-1.313023	0.449933	0.000000	0.830395	-0.228882	-0.453538	-0.852313	2.005781	-0.476342	-0.740561	-1.098826	-0.363937	-0.285564	-0.619791	1.149651	-1.388493	0.843895
Probe 1283	-2.399061	-2.121119	-1.041420	-2.679632	-2.877610	-3.260257	-3.268405	-2.560195	-3.252619	-2.798871	-3.466790	-0.179805	-0.797751	-1.073356	-1.364726	-2.435612	-2.875458	-3.265479	-3.235469	-3.297529	-2.463346	-2.694849	-3.415731	-3.723715	-3.861294	-3.785542	-0.814310	-2.502150	-1.785786	-2.011181	0.565178	-2.536482	-1.286221	0.000000	-2.702559	-1.994619	-3.292782	-1.177787	-2.043192	-2.393581	-4.800123	-2.462696	-1.911754	-5.240043	-2.321013	-2.048862	-2.172119	3.385506
Probe 1284	-0.701889	0.258089	-2.102503	-2.026858	-2.765535	-3.752035	-2.358783	-2.937882	-0.364474	-3.123225	-2.569671	-1.860643	-1.984233	-2.831691	-2.366846	-2.786740	1.195942	2.147804	-1.000000	-1.541410	-1.260951	-3.232813	-3.146098	-2.157247	-0.910789	-2.682069	-2.648301	0.784930	-2.886631	-0.526570	-1.384979	-2.326774	-0.564055	0.000000	-0.017164	-0.305260	-1.458772	2.603879	-0.777839	-0.930395	-3.405249	0.613172	-0.966259	-2.959199	-1.422158	-1.706860	-2.313591	0.521205
Probe 1285	-1.759897	-2.696608	-2.216276	-1.970253	0.043212	-2.625738	-3.570463	-3.336283	-1.970523	-4.729151	-2.387993	-1.007380	-1.779357	-4.583158	-3.265503	-2.864135	1.226276	3.307972	-3.113009	-1.945683	0.611117	-0.264606	-2.318795	-3.999499	-3.462052	-3.484138	-3.037382	0.725045	-2.579515	-2.582556	-3.564378	-3.211784	-3.057210	0.000000	2.109489	-1.864588	-0.050343	2.370393	-1.741331	-1.665581	1.133978	-2.366392	-2.484846	-3.298940	-2.722076	-2.233747	-3.773196	-0.784136
Probe 1286	0.648547	-0.370616	0.000000	-0.732708	0.672395	-1.354160	-0.302366	-0.472985	0.648656	-0.919531	-1.277055	-1.464758	1.778252	-0.898112	-0.087802	-0.490391	0.607545	1.118707	-1.198444	-0.168052	0.696219	1.222042	-1.097916	-0.354167	-0.180858	-0.350894	-0.787271	0.490482	0.065480	0.021036	-1.343025	0.400811	1.014228	0.000000	1.294991	0.031004	1.252623	1.746106	1.092947	-0.142717	-0.726282	-0.598219	-0.102900	1.421476	-0.882348	-0.880673	0.398390	-0.536188
Probe 1287	0.578370	-1.783530	-2.021258	-1.429363	0.796612	-3.326250	-0.533432	-3.040892	1.122438	-3.840447	-2.769772	-3.067573	2.227887	-2.878142	0.420782	0.000000	0.979560	1.913288	-2.098847	-1.912267	1.587659	2.272616	-3.994580	-2.539786	-0.471804	0.000000	-2.944964	1.313634	-0.271981	0.499942	-3.109361	1.187352	1.903797	0.000000	2.430119	-1.317509	1.119593	2.535049	1.909150	-0.310701	-3.333424	-1.736579	-2.047907	1.456318	-3.676944	-2.441227	-3.128008	-2.412663
Probe 1288	0.063278	0.326682	0.197980	0.523150	0.390695	-1.685489	-0.304768	-0.067232	-0.576167	0.404730	-0.117232	0.038869	-0.749731	-1.212008	0.848685	-0.776868	-0.141953	0.279191	-0.037551	0.629563	0.232220	0.479875	-1.764438	0.310763	0.481138	-0.303851	0.082972	-0.354298	0.532189	0.091744	0.110526	0.025727	-0.089524	0.065428	-0.090923	0.021781	-0.059562	0.277521	0.367315	-0.689009	-0.476965	-2.179849	-0.357610	0.315806	-0.813718	-0.246631	-2.188853	0.196834
Probe 1289	0.597028	0.123199	-0.940880	-0.486221	0.892921	-0.436099	-0.700440	-1.431468	1.017768	-0.131865	-1.101880	-0.242490	1.651958	-0.537096	-0.028424	0.000000	1.019687	1.183239	-0.860526	-0.806868	1.186933	1.813966	-1.213109	-0.367732	-0.343159	-0.153913	-0.545279	1.291842	0.073200	0.508871	-1.178891	0.964400	1.370056	0.000000	0.984625	-0.325330	0.552947	1.707980	1.260652	-0.165684	-0.631686	-0.740795	-0.859601	0.737292	-0.944858	-0.168548	-0.170568	-0.733607
Probe 1290	-0.907309	-0.980525	-1.800259	-1.507011	0.058472	-1.832890	-1.592905	-2.802118	-0.294621	-1.657080	-1.939709	-1.180992	0.195649	-1.633193	-1.343414	-1.756506	0.991100	2.646580	-2.053884	-1.248791	0.785906	0.409831	-1.697763	-1.159400	-1.794200	-1.213712	-2.158319	0.752072	-1.370692	-0.776486	-1.717988	-0.566794	-0.546168	-0.940876	1.866389	-1.749887	0.143788	2.279739	-0.183427	-0.676860	0.630634	-1.477333	-1.487171	-1.485727	-1.764011	-1.241836	-1.425980	-0.504254
Probe 1291	-0.750511	0.784994	1.030974	-0.523219	1.294829	-3.800123	-0.525778	-1.792526	-1.855965	1.725332	-1.078525	-2.565948	0.023310	-0.679571	0.510869	-1.137268	-0.599508	0.224684	1.708586	-0.172693	-1.172181	-0.353530	0.945759	-0.391860	-1.694639	-0.294022	0.198163	0.000000	0.948967	0.230287	-0.203341	-0.924017	1.130976	0.000000	-0.158396	0.851887	-0.326304	0.517930	-1.190331	-1.495695	1.512864	0.405486	-0.941499	1.306387	-2.012431	-2.201038	-0.497369	1.036698
Probe 1292	0.491043	0.265099	0.991740	0.403070	0.524724	0.023950	0.694629	1.659533	-0.250111	-0.064452	1.681873	1.046421	0.494041	0.193396	0.125460	-0.294743	-0.030489	-0.024824	0.601635	0.161888	0.573943	-0.316579	-0.665882	0.392549	0.495140	0.638930	0.266280	-0.231769	0.946956	-0.029562	-0.053033	-0.082162	-0.070435	0.757377	-0.269453	0.892571	-0.242387	-0.525479	0.524085	2.238154	0.412024	-0.135176	-0.074167	-0.113050	1.403984	0.451886	0.642831	0.075259
Probe 1293	-0.595695	-0.072756	-0.004453	-1.224183	-0.342256	2.302893	-0.687986	-1.337195	-0.869788	-0.955702	-0.111235	-0.615266	-0.434894	0.068730	-0.852700	-0.024293	-0.353269	-0.458002	-0.072609	0.144874	-0.870279	0.128492	2.025870	-0.124909	-0.127097	-0.815968	-0.312796	0.000000	-0.758294	-0.738692	-0.666723	-0.193806	0.000000	0.000000	0.000000	-1.246972	-0.396126	0.067226	-0.572335	-0.049831	-1.033834	0.099891	-0.958754	-0.345364	-0.126171	-0.638669	1.725238	0.235419
Probe 1294	0.365133	1.363868	-0.341940	-0.700989	-0.513704	2.031003	-0.056831	-0.532237	-0.388971	-0.599454	0.654480	-0.763916	0.296455	-0.235615	-0.425986	-1.488411	-0.572088	-0.243311	-0.842220	0.710987	-1.144830	-0.576064	2.319293	-0.107226	0.135554	-0.296507	-0.853385	0.743140	-1.187545	-0.830165	-0.462343	0.374419	-0.689570	0.000000	0.855335	-0.638290	-0.049541	1.804248	-0.159441	-0.180911	0.579655	-0.322243	-0.255588	-0.507812	-0.344031	-1.324002	1.688311	-0.811796
Probe 1295	0.524328	0.303138	0.971470	-0.079779	-4.674122	0.110925	0.979905	0.618603	-0.056287	-0.190689	0.850836	0.112874	-0.480381	1.710294	-2.935401	1.460004	-1.231146	-0.512648	-0.098754	0.345059	0.821807	-4.218006	0.017136	-0.081514	0.115851	1.015583	-0.784152	0.000000	-0.293937	0.146092	0.859443	0.574678	0.841772	0.322316	0.131644	0.556726	0.427528	-0.353837	0.351282	-0.377616	-0.371621	0.786620	0.377924	-0.810291	0.978719	-0.178020	1.301515	-0.074839
Probe 1296	-3.410233	-3.517093	-3.121629	-3.488213	-1.001602	-2.951512	-3.531069	-3.280956	-2.555157	-5.773469	-3.290342	-2.017875	-3.249791	-3.587916	2.587246	-2.524183	-1.632536	0.667101	-3.163099	-1.969106	-0.208138	-3.595124	-3.919357	0.536589	-3.353323	-3.600508	-3.419539	3.203896	-3.052599	-3.299473	-3.271359	-3.807355	-3.125989	0.000000	-2.774624	-3.301376	1.651144	1.759791	-3.614710	-0.500057	-3.149274	-2.833017	-3.759156	-4.939697	-3.270230	-2.415499	-3.343758	-3.938930
Probe 1297	-0.513930	-3.144216	-2.681824	-1.442050	1.136065	-4.750070	-2.040055	-3.840617	0.111687	-4.915999	-3.420585	-3.775312	1.415759	-3.701210	1.179306	-3.510399	0.728663	2.221406	-2.414874	-1.825226	0.509160	1.119879	-4.363547	-3.913224	-1.671145	-1.587468	-3.607914	0.114832	-1.037539	-0.326006	-3.866846	-0.511759	0.970719	0.000000	2.379558	-2.461128	0.269203	1.801203	1.339666	-0.998424	-3.829585	-2.370139	-2.547669	-0.665895	-2.854005	-1.617620	-3.451476	0.553311
Probe 1298	0.226583	0.152688	-1.976507	0.414943	-3.271228	0.822006	1.403572	1.538621	-0.366191	-2.163651	1.090401	-2.306103	0.702512	-0.365319	0.534120	-0.319407	0.666361	-1.661095	0.758253	1.515320	0.814709	-3.650302	-2.599275	1.847804	0.502551	0.738066	-3.152511	0.552477	0.532893	0.157055	-2.686786	0.888367	0.700290	0.000000	1.138165	1.031707	1.095880	-0.211928	0.849468	1.718510	-2.026004	-0.264281	0.408290	1.138019	1.059998	0.552874	0.310842	0.154404
Probe 1299	-0.293572	1.271735	0.344827	-0.921018	0.483477	0.070672	-1.790895	-2.716710	-0.575978	0.785971	-0.328884	-1.670616	0.316162	0.331195	-0.576837	-2.567354	-0.433418	-0.759851	-0.485320	-1.166569	-0.363679	0.367456	-0.721253	0.485065	0.163506	-1.646843	0.411832	0.005027	1.017115	-0.010729	-2.648201	-1.326537	-0.126515	-1.179296	-0.981278	1.763134	-1.071196	-2.735920	-1.623470	-1.793706	-3.628512	0.500742	0.100610	0.397721	-2.307334	-0.912655	-1.604071	-1.617163
Probe 1300	-0.003105	0.486559	-0.590069	0.403786	0.199805	-0.994309	1.413562	2.128158	-0.483001	0.010718	0.813079	1.441750	0.290546	-0.772169	0.459591	-0.203747	0.602555	0.901282	0.421942	0.977659	0.423223	-0.643995	-1.366841	-0.278270	1.084853	1.643458	-0.880542	0.289381	-0.123223	0.170267	-0.567100	1.344755	0.327581	0.620535	-0.569631	-0.194832	0.207436	1.340953	0.204122	1.281931	-1.020744	0.535273	-0.349109	-0.621618	1.339058	-0.700041	-0.192824	0.038419
Probe 1301	-1.120571	-0.252937	1.387624	-0.558568	-1.207851	0.366932	0.524876	0.271189	1.590594	1.300605	0.375311	-0.609985	-1.652300	-0.131987	-0.746934	-1.218953	-0.008164	0.133652	-0.932082	-0.229168	0.177859	-0.098734	-0.584236	-1.147076	-1.261322	0.581222	0.706223	-0.646602	-0.214648	-0.496358	-1.383017	-0.109808	-0.701317	-0.189581	-1.024137	0.232534	0.009523	1.555679	-1.140982	0.351746	-0.056647	0.012765	-0.127554	-1.281079	-0.280644	-0.428758	0.261509	0.405483
Probe 1302	-0.063065	0.323653	0.955978	0.699733	0.514716	-0.544772	2.619778	2.617983	-0.571499	3.020322	1.819763	-1.232299	-0.461741	0.596999	0.680618	-1.552262	2.288019	-0.108415	0.375963	0.861917	-0.902012	0.799518	-0.152787	-0.878311	-0.031305	2.571782	-0.781356	0.116100	1.218593	0.010267	-1.382178	0.064851	0.460841	-0.518136	2.345179	2.105832	-1.527090	-0.099097	-0.056247	1.086702	2.304669	0.378097	-0.404127	-0.923681	2.532042	0.040084	-0.544522	-0.045524
Probe 1303	1.372390	-3.252290	-0.525421	1.553456	-0.901307	-4.922956	-6.001711	-4.489510	-4.012105	-0.362448	-4.277840	-1.331335	-2.689007	-4.431208	2.201592	1.424742	-1.575227	-1.709942	-1.094837	-4.249421	-0.297123	0.899101	-4.862434	0.954916	-6.612500	-6.349613	0.887361	-4.239528	-0.851831	-3.766977	-3.319532	-5.202823	-4.510163	-4.464668	-4.541989	-0.086232	-5.255728	-4.692609	-2.491490	-3.357732	-5.624987	-1.137967	-0.514154	-2.326064	-2.161504	-0.726809	-3.487823	-2.649637
Probe 1304	0.047487	0.521017	0.788142	0.843967	0.530750	-0.518891	2.680912	2.634514	-0.618816	2.701765	1.937264	-0.969122	-0.847721	0.374852	0.613768	-1.454445	2.479836	-0.155361	0.256884	1.449115	-0.873533	0.734911	-0.197976	-0.882926	0.092772	2.602781	-0.658472	0.254573	1.120573	-0.113104	-2.064718	0.046952	0.326685	-0.482180	1.896409	1.659945	-1.456496	0.768606	-0.191998	0.973580	2.193635	0.697557	-0.465438	-0.705922	2.686599	-0.054282	-0.554262	-0.241029
Probe 1305	0.560420	1.285406	2.485527	-0.199385	0.996135	1.125411	1.217901	0.535788	0.537053	2.255168	1.091694	0.402291	0.065608	-0.037831	-0.544996	-0.737697	0.045109	0.125013	-0.439346	0.936386	-0.137171	0.500303	0.442563	-0.967966	1.159419	1.128117	2.171652	1.240718	2.339524	-0.480288	-5.096768	0.353457	0.522197	0.490465	-0.308538	1.177601	-0.954381	1.611647	-0.346228	0.331879	0.287252	0.532593	3.496764	1.662899	0.639439	0.194107	-0.030876	-0.549847
Probe 1306	0.852535	0.150823	-0.285748	-0.209436	0.838278	1.071260	1.780849	1.650450	-0.126732	0.406329	1.422921	0.535867	0.100059	-0.068891	0.336923	0.479254	0.935286	1.072003	0.359691	1.569221	0.589732	0.244226	0.511418	-0.635953	0.487996	1.663475	0.564897	0.965249	-1.054241	0.570751	-0.568416	1.726427	0.545031	0.075227	0.149329	-0.207060	0.551899	0.610053	0.074087	1.678480	0.279402	0.672033	0.395172	1.545747	1.075377	0.645575	0.596102	-0.551161
Probe 1307	-0.380726	0.285071	1.928571	0.684313	0.815729	-2.864386	1.126754	-0.082826	-0.392007	1.251599	-1.531181	0.320289	-0.124134	-2.705069	0.351553	-3.291649	0.035039	-0.291559	-0.330501	0.847031	-0.186975	0.654004	-4.197708	-0.958209	-0.335705	1.088606	1.532717	0.000000	1.349705	0.171701	-0.870745	1.082732	0.236123	0.183771	0.395357	1.984959	-1.471386	-0.124328	0.276233	-0.048951	-5.142822	0.674365	0.635897	-0.186012	-1.255608	-0.126912	-1.694515	-0.828835
Probe 1308	0.265003	-0.397564	-0.068525	-0.639141	-0.464876	0.461322	-0.156496	-1.676489	-1.222580	-0.432504	-0.256727	-1.422101	-0.808129	0.316688	0.648614	0.228819	0.046963	0.018496	-1.306194	-0.354519	-1.695335	0.445800	0.847209	0.307492	-0.348713	-0.227521	-0.131734	-0.131433	-1.753682	-0.364633	-1.330246	-0.657569	-0.608052	0.000000	0.000000	-0.426540	-0.364315	-0.828729	-0.125339	-0.514457	-0.131013	0.847170	-0.827504	-1.210535	-0.042954	-1.426048	0.675418	-0.497604
