Probe ID	Training experiment 1	Training experiment 2	Training experiment 3	Training experiment 4	Training experiment 5	Training experiment 6	Training experiment 7	Training experiment 8	Training experiment 9	Training experiment 10	Training experiment 11	Training experiment 12	Training experiment 13	Training experiment 14	Training experiment 15	Training experiment 16	Training experiment 17	Training experiment 18	Training experiment 19	Training experiment 20	Training experiment 21	Training experiment 22	Training experiment 23	Training experiment 24	Training experiment 25	Training experiment 26	Training experiment 27	Training experiment 28	Training experiment 29	Training experiment 30	Training experiment 31	Training experiment 32	Training experiment 33	Training experiment 34	Training experiment 35	Training experiment 36	Training experiment 37	Training experiment 38	Training experiment 39	Training experiment 40	Training experiment 41	Training experiment 42	Training experiment 43	Training experiment 44	Training experiment 45	Training experiment 46	Training experiment 47	Training experiment 48	Training experiment 49	Training experiment 50	Training experiment 51	Training experiment 52	Training experiment 53	Training experiment 54	Training experiment 55	Training experiment 56	Training experiment 57	Training experiment 58	Training experiment 59	Training experiment 60	Training experiment 61	Training experiment 62	Training experiment 63	Training experiment 64	Training experiment 65	Training experiment 66	Training experiment 67	Training experiment 68	Training experiment 69	Training experiment 70	Training experiment 71	Training experiment 72	Training experiment 73	Training experiment 74	Training experiment 75	Training experiment 76	Training experiment 77	Training experiment 78	Training experiment 79	Training experiment 80	Training experiment 81	Training experiment 82	Training experiment 83	Training experiment 84	Training experiment 85	Training experiment 86	Training experiment 87	Training experiment 88	Training experiment 89	Training experiment 90	Training experiment 91	Training experiment 92	Training experiment 93	Training experiment 94	Training experiment 95	Training experiment 96	Training experiment 97	Training experiment 98	Training experiment 99	Training experiment 100	Training experiment 101	Training experiment 102
Probe 260	-0.313405	-0.539734	-0.306361	0.222306	0.362585	-0.123755	-0.120210	-0.022554	-0.550551	0.454358	-0.348202	0.376261	-0.372102	-0.323950	-0.340452	-0.275892	0.214614	0.211014	-0.612536	0.363054	0.385231	0.281922	-0.056676	0.046149	0.121389	-0.046401	0.420522	-0.193692	-0.286910	-0.213441	-0.401202	-0.028381	-0.159247	-0.613924	-0.252536	-0.266311	-0.481847	-0.137544	-0.392351	-0.310188	-0.143995	-0.375966	-0.548341	-0.413543	-0.263861	-0.024758	-0.604585	-0.327811	-0.132355	-0.180084	0.247763	0.086727	0.201093	0.266885	-0.271486	0.428109	-0.440239	-0.489403	-0.542299	0.288657	-0.578719	-0.434226	0.505333	-0.244924	-0.319176	0.092459	-0.238877	0.042124	0.185934	-0.588048	-0.248234	-0.213851	-0.243499	-0.709316	0.371424	0.041780	0.235399	-0.496154	0.187850	0.301978	-0.285477	-0.178242	-0.225289	-0.284884	-0.197341	-0.512001	-0.187927	-0.379556	-0.012634	-0.279249	0.407121	-0.337700	-0.090491	-0.369762	-0.489519	-0.058606	-0.567978	-0.224139	-0.285510	-0.605423	-0.561236	-0.601385
Probe 261	0.420555	0.533850	1.262035	0.352857	0.278522	0.289291	0.618183	-0.234650	1.371861	0.539263	1.001177	1.096065	0.629081	0.501706	1.166250	0.318172	0.032145	0.199463	1.270359	1.064568	0.281268	0.908853	0.253974	-0.136704	0.479699	-0.136232	0.539385	0.983593	0.356662	0.373418	0.616208	0.407520	0.866271	0.914351	0.502851	0.569296	1.405431	1.240023	1.058392	1.259029	0.568847	0.907722	1.074601	0.392674	0.546375	1.075170	1.310108	0.611958	0.935469	0.451481	0.322395	-0.196358	-0.197046	0.953666	1.022443	0.311040	0.449203	1.496974	1.503028	0.135512	1.254066	0.413377	0.697716	1.274904	0.497586	-0.152470	0.981007	-0.214651	0.075801	1.570412	0.958431	0.582211	0.470369	0.972118	0.350127	-0.126265	0.145534	1.271799	0.464170	1.056057	0.989618	0.444235	1.312076	0.576970	0.425281	1.252512	0.990811	0.499662	0.442027	0.443981	1.199738	0.919701	0.392572	1.311856	1.208315	0.440527	1.577855	1.088604	1.304061	1.120080	1.035196	1.013593
Probe 262	1.073297	1.250928	1.751434	0.862289	0.802098	1.111567	1.297698	1.223719	2.074945	0.620534	1.084971	1.671711	0.788537	1.118279	1.739411	1.142199	0.522351	0.483870	1.924105	1.477247	0.949196	1.402811	1.140745	1.057977	1.043025	1.158841	0.787033	1.617643	1.146241	1.120196	1.407914	1.481250	1.104070	1.763537	0.956925	1.211247	1.977453	1.807406	1.006251	1.574457	1.193477	1.047103	1.640203	1.148456	1.009140	1.853456	1.929514	0.961713	1.178223	1.062256	0.852645	1.149476	0.782631	1.386489	1.082498	0.762139	0.735232	2.119122	2.019954	0.735279	1.767792	0.997061	0.756675	1.709363	0.868814	1.135763	1.746247	1.109888	0.556121	2.045807	1.674787	1.228457	0.876085	1.537013	0.958664	1.290826	0.855788	1.874313	1.147821	1.602352	1.448937	1.424894	1.821669	0.959024	1.240609	1.806560	1.845809	1.343670	1.325638	1.120489	1.818426	1.035624	1.032558	2.023619	1.883036	1.202197	2.012254	1.794319	1.749839	1.748597	1.672048	1.820084
Probe 263	0.892713	0.373020	0.418205	0.030543	0.392835	0.995099	-0.075371	0.709508	0.569795	0.375159	0.118231	0.142781	-0.073752	0.876095	0.656941	-0.132144	0.494630	0.571181	0.527986	0.110426	0.347351	0.117614	0.669735	0.741245	0.115455	0.690359	0.424594	0.666547	0.805705	0.953294	0.313239	0.709274	0.151932	0.493219	-0.033867	-0.075469	0.564039	0.499619	0.235089	0.447446	-0.075241	0.203600	0.489916	0.367381	-0.004901	0.645999	0.596169	-0.064176	0.252499	-0.045261	0.131253	0.765156	0.453535	0.135609	0.139678	0.460364	-0.097719	0.586449	0.506100	0.256521	0.503596	0.760344	0.443619	0.381628	-0.073595	0.792680	0.633654	0.741406	0.548473	0.535710	0.655345	-0.188131	0.020395	0.415292	0.109195	0.587697	0.063686	0.560253	0.774214	0.139110	0.406085	0.396545	0.466835	-0.133156	-0.074515	0.537008	0.660280	0.348592	0.512231	0.919820	0.118677	0.237321	1.135112	0.541428	0.517354	0.633442	0.457737	0.621763	0.502452	0.482173	0.477385	0.498575
Probe 264	0.787788	0.678256	1.131527	0.804758	0.602659	0.672057	0.708295	0.271520	1.359712	0.546394	1.000769	0.850137	0.433613	0.788516	1.408031	0.529497	0.482568	0.343084	1.275267	0.764089	0.679256	0.775360	0.588284	0.341724	0.721687	0.284319	0.608230	1.174843	0.808525	0.756200	0.771242	0.665611	0.942278	1.220120	0.633217	0.611246	1.329349	1.117891	0.882518	0.894367	0.723018	0.948521	1.174811	0.484614	0.644774	1.360457	1.215663	0.616426	0.838886	0.621435	0.783731	0.320101	0.412222	0.774225	1.020897	0.677503	0.500119	1.411332	1.414765	0.634806	1.203467	0.682982	0.586804	1.058232	0.556589	0.230945	1.261848	0.366867	0.449824	1.445383	1.334834	0.773670	0.636422	1.139150	0.794915	0.308261	0.720856	1.201783	0.500807	0.838145	0.933483	0.723476	1.106458	0.563753	0.705812	1.176144	1.248150	0.601822	0.629930	0.795095	0.841520	0.889029	0.661079	1.318622	1.200612	0.561570	1.441821	1.335176	1.108957	1.205930	1.192629	1.250330
Probe 265	-0.270880	-0.481859	-0.162597	-0.877340	-1.006800	-0.142444	0.196254	-0.165974	-0.085732	-0.769343	-0.522216	0.223744	0.048930	-0.212464	-0.503944	0.460066	-0.575899	-0.506940	-0.102776	0.134884	-0.859877	0.014489	-0.705722	-0.289764	-0.946132	-0.335069	-0.746657	-0.371465	-0.320645	-0.131026	-0.508706	-0.736261	-0.402982	-0.158850	0.069262	0.215074	-0.051077	-0.207625	-0.433833	-0.273375	0.053609	-0.400098	-0.158132	-0.550755	0.000496	-0.533946	-0.183301	0.068028	-0.169362	0.042439	-0.832404	-0.270791	-0.432129	0.068569	-0.478396	-0.893410	0.003792	-0.150857	-0.218433	-0.990591	-0.103969	-0.262665	-0.761864	-0.151995	0.035013	-0.188418	-0.302042	-0.175268	-0.763441	-0.151967	-0.448151	0.071970	0.047628	-0.212001	-0.924655	-0.389583	-1.020295	-0.058269	-0.786894	0.131536	-0.223385	-0.669822	-0.246568	0.415305	0.220828	-0.060948	-0.319469	-0.469787	-0.776763	-0.231301	0.348483	-0.400637	-0.120680	-0.098813	-0.213763	-0.728260	-0.210678	-0.376041	-0.255075	-0.116129	-0.110688	-0.194186
Probe 266	1.242953	0.622524	0.932587	0.437099	0.425314	1.360403	0.506826	0.089141	1.025826	0.389222	0.813023	-0.148764	0.780369	1.123352	0.638006	0.237199	0.669896	0.530560	1.129904	-0.081805	0.199136	0.144945	0.225232	0.362022	0.367846	0.268895	0.116272	0.436296	1.218093	1.115512	0.800111	0.369321	0.678054	0.640855	0.426995	0.630640	0.999474	0.764569	0.939100	0.880542	0.438276	0.669969	0.662775	0.270902	0.464382	0.406219	1.200089	0.717503	0.574546	0.652021	0.503505	0.155106	0.407332	0.155769	0.951301	0.185426	0.501177	0.898964	0.992398	0.484913	1.107167	1.163819	0.488597	1.044054	0.539421	0.207670	0.485006	0.138653	0.656758	1.188864	0.388036	0.602915	0.451168	0.558035	0.391380	0.296507	0.251357	1.171616	0.405315	-0.086818	0.692420	0.415825	0.965015	0.571468	0.503603	1.096368	0.576493	0.505380	0.411736	1.299301	-0.372779	0.492987	1.240559	0.887006	1.062897	0.457802	1.085470	0.414617	0.794136	0.649366	0.652474	0.541602
Probe 267	0.100690	-0.419082	-0.483577	-0.527579	-0.229776	0.148890	-0.222562	-0.041288	-0.145345	-0.322662	-0.105251	-0.329176	-0.360204	0.099434	-0.000321	-0.208819	-0.331467	-0.302265	-0.023721	-0.370808	-0.315436	-0.369856	-0.318737	-0.041428	-0.410867	-0.049681	-0.345315	-0.061356	0.040463	0.200629	-0.334259	-0.298243	-0.081889	-0.086615	-0.382694	-0.285438	-0.106389	-0.401662	-0.104660	-0.316606	-0.184645	-0.134978	-0.076011	-0.348524	-0.420600	0.061441	-0.058139	-0.329314	-0.094340	-0.420301	-0.594960	-0.003429	-0.306703	-0.337645	-0.114488	-0.233893	-0.372088	-0.115025	-0.090281	-0.343819	-0.051072	0.039448	-0.281773	-0.382636	-0.393297	-0.015179	-0.012408	-0.052053	-0.269686	-0.101229	0.007204	-0.186076	-0.375628	-0.107399	-0.465842	-0.137399	-0.556359	-0.027091	-0.245090	-0.379234	-0.525666	-0.558436	-0.434340	-0.280007	-0.268632	-0.019314	0.014803	-0.440600	-0.475160	0.119193	-0.265924	-0.045893	0.268490	-0.106613	-0.031571	-0.336169	-0.161237	-0.006996	-0.338894	-0.094234	-0.162253	-0.084937
Probe 268	-0.394151	-0.387181	-0.290413	-0.790871	-0.254103	-0.299891	-0.822526	-0.602550	-0.643710	-0.106517	-0.876832	-0.197903	-0.783868	-0.426181	-0.753851	-0.751535	-0.561318	-0.567553	-0.477411	-0.206858	-0.362498	0.024809	-0.108190	-0.502168	-0.602889	-0.563286	0.010184	-0.852799	-0.414598	-0.406794	-0.563216	-0.121333	-0.793518	-0.654377	-0.789862	-0.823187	-0.570553	-0.246646	-0.747824	-0.307818	-0.870418	-0.835857	-0.520839	-0.249597	-0.868175	-0.747982	-0.151728	-0.878366	-0.809508	-0.860779	-0.667127	-0.531835	-0.666856	-0.058166	-0.817080	-0.225374	-0.994710	-0.606065	-0.568452	-0.518440	-0.444806	-0.490853	0.037814	-0.294367	-0.912547	-0.548181	-0.723677	-0.544388	-0.556159	-0.569027	-0.735932	-0.840835	-0.885675	-0.600431	-0.690013	-0.590312	-0.851912	-0.475408	-0.023773	-0.241249	-0.395109	-0.584534	-0.218069	-0.840763	-0.881286	-0.466044	-0.833006	-0.474160	-0.408931	-0.374589	-0.215975	-0.805005	-0.322765	-0.612567	-0.381099	-0.223710	-0.625134	-0.713687	-0.241230	-0.581928	-0.570595	-0.569528
Probe 269	-0.265648	-0.296731	-0.314868	0.597528	0.485780	-0.539112	-0.252824	0.249209	-0.280316	-0.570179	-0.228480	-1.177970	-0.377134	-0.421553	-0.737685	-0.397762	-0.055405	-0.245057	-0.291971	-1.151642	0.198414	-1.217888	0.215260	0.035459	0.484914	0.274157	-0.561353	-0.856919	-0.310660	-0.469592	-0.092278	0.363943	-0.418049	-0.484064	-0.645639	-0.506120	-0.458168	-0.254018	-0.165666	-0.305618	-0.345661	-0.378401	-0.365576	-0.391269	-0.433024	-0.746223	-0.214063	-0.636287	-0.322466	-0.478400	0.604450	0.170647	-0.223680	-1.139683	-0.396636	0.159635	-0.819842	-0.438437	-0.493229	0.525830	-0.115351	-0.502251	-0.484081	-0.332690	-0.599573	0.131928	-0.710328	0.148175	-0.025581	-0.255999	-0.773127	0.023012	-0.679706	-0.433618	0.494542	0.303523	0.564253	-0.167019	0.045024	-1.156827	-0.325324	0.860060	-0.189883	-0.727504	-0.289958	-0.135729	-0.637069	-0.222678	0.495926	-0.544560	-1.165918	-0.338999	-0.469472	-0.403171	-0.172632	0.152573	-0.304750	-0.696146	-0.311484	-0.443814	-0.428898	-0.453317
Probe 270	1.357075	1.172104	1.032008	0.534649	0.971348	1.441753	0.482832	1.281524	1.309242	1.118819	0.650083	1.715163	0.624664	1.334825	0.741269	0.503571	1.595663	1.693716	1.065615	1.868879	0.871045	1.966409	1.317193	1.411342	0.672141	1.221152	1.148652	0.781130	1.200254	1.383015	1.263359	1.318014	0.600591	0.938527	0.561276	0.396911	1.350591	1.102526	0.612707	1.005170	0.323316	0.656943	1.057600	1.051614	0.519879	0.732723	0.851300	0.601987	0.622032	0.569424	0.698899	1.383759	1.586239	2.003180	0.658594	0.990788	0.489199	1.327363	1.287404	0.810208	1.035719	1.198070	1.176423	1.066314	0.452432	1.425609	0.759451	1.295449	1.674685	1.239104	0.761584	0.465716	0.508121	0.803303	0.658401	1.212474	0.564163	1.069536	1.451675	1.652504	0.866185	0.677983	1.123671	0.421474	0.422497	1.039432	0.744868	1.283698	0.924967	1.401396	1.301237	0.591582	1.575897	1.323289	1.037653	1.119075	1.249226	0.723932	1.027487	0.940231	0.992560	1.017481
Probe 271	0.179150	0.340764	0.284221	-1.065175	-0.615349	0.231711	0.132508	0.028827	-0.123928	-0.794799	0.050985	-1.183451	0.031333	0.230660	-0.040648	0.103641	-0.932554	-0.958467	-0.126774	-1.046209	-0.645931	-0.865258	0.432850	0.192200	-0.959920	0.111340	-0.599079	-0.209216	0.261885	0.190262	0.168950	0.446852	-0.026750	0.006193	0.134443	0.085949	-0.147146	0.354075	-0.105438	0.212217	0.160676	-0.035610	0.084027	0.588782	0.137729	-0.076943	0.352257	0.141954	-0.066557	0.033946	-0.862415	0.146146	-1.152070	-0.928688	0.026589	-0.487011	0.041913	-0.159952	-0.123216	-0.744662	-0.058507	0.091497	-0.604726	0.289589	0.122725	-0.024950	-0.123177	0.111653	-0.904163	-0.164615	-0.133134	0.184606	0.030102	0.034000	-0.895213	0.058233	-1.096470	-0.087419	0.487718	-1.159278	0.373182	0.196830	0.342121	0.152778	0.256527	-0.063168	-0.189437	0.297059	0.297725	0.268263	-1.148819	-0.104664	0.175788	-0.162152	-0.091134	0.416575	-0.111398	-0.192501	0.305564	0.058464	0.066398	0.128883
Probe 272	-0.275350	-0.517488	-0.482465	-0.953114	-0.640768	-0.262018	-0.782406	-0.667058	-0.213258	-0.308960	-0.396449	-0.809322	-0.454898	-0.283936	-0.197582	-0.845436	-1.229346	-1.217498	-0.044347	-0.777154	-0.588655	-0.771918	-0.542033	-0.548084	-0.780928	-0.631025	-0.317623	-0.315621	-0.339180	-0.312134	-0.530293	-0.632389	-0.337867	-0.180857	-0.366825	-0.781811	-0.125993	-0.388265	-0.515760	-0.469275	-0.789059	-0.335192	-0.147041	-0.450835	-0.355460	-0.201522	-0.152976	-0.378811	-0.348578	-0.347519	-0.804755	-0.572476	-1.219938	-0.863085	-0.409454	-0.573122	-0.465101	-0.189011	-0.175591	-0.592612	-0.008734	-0.220588	-0.320021	-0.471483	-0.343361	-0.582292	-0.146493	-0.511221	-1.288766	-0.123007	-0.269962	-0.825135	-0.247454	-0.229510	-0.799198	-0.611306	-0.919016	-0.030906	-0.546359	-0.831030	-0.544962	-0.764477	-0.402607	-0.842748	-0.683908	-0.027424	-0.151737	-0.482117	-0.734836	-0.303004	-1.072433	-0.401472	-0.315414	-0.105845	-0.050258	-0.619579	-0.188296	-0.236857	-0.491477	-0.238488	-0.168477	-0.190596
Probe 273	-1.527242	-0.897366	-1.474940	-1.153608	-1.031848	-1.468219	-0.098488	-1.207105	-1.404951	-0.065317	-1.713600	-1.062536	-1.153186	-1.816425	-1.796573	0.043922	-1.082561	-1.107779	-1.400294	-1.033110	-1.067315	-1.041984	-1.089240	-1.565045	-1.407245	-1.443096	0.072410	-1.845834	-1.499450	-1.543889	-1.167256	-1.115979	-1.539056	-1.748125	-1.423532	-0.258650	-1.343047	-1.533420	-1.634560	-1.598000	-0.113049	-1.636031	-1.748383	-1.009946	-1.214130	-1.644402	-1.502486	-1.304222	-1.408155	-1.241021	-1.295608	-1.465010	-1.271820	-1.104020	-1.519439	-1.235443	-1.389736	-1.307094	-1.397546	-1.287784	-1.484886	-1.611442	0.102628	-1.524967	-1.237391	-1.324022	-1.975696	-1.415620	-1.084425	-1.302819	-1.779642	0.060186	-1.294106	-1.740863	-1.357868	-1.447597	-1.262780	-1.456830	-0.978684	-1.035589	-1.311116	-1.378724	-1.525242	-0.236667	-0.102589	-1.414600	-1.842971	-0.773167	-1.416470	-1.718355	-0.966083	-1.567063	-1.487415	-1.254933	-1.416588	-1.146627	-1.382782	-1.827868	-1.588161	-1.646184	-1.579412	-1.633612
Probe 274	0.798477	0.947475	1.304057	-0.566554	-0.079301	0.926482	-0.199133	0.334328	0.433499	0.958946	0.403991	0.052978	0.419510	0.792603	0.298124	-0.016345	0.346346	0.239893	0.874241	0.232985	-0.283788	0.049146	0.839062	0.317430	-0.405723	0.173857	0.928948	0.228630	0.669413	0.797637	0.892955	0.715250	0.440614	1.118922	0.673207	-0.201932	0.515959	1.358174	0.360117	1.270536	-0.201345	0.455574	1.181361	0.911515	0.706180	0.358015	0.900370	0.623298	0.384989	0.679830	-0.432180	0.325217	0.232630	0.110677	0.435312	-0.074045	0.369958	0.371693	0.435053	-0.459460	0.711274	0.595721	0.942758	1.374219	0.543773	0.397137	0.359139	0.369495	0.424034	0.460906	0.201268	-0.177412	0.525856	0.920209	-0.464823	0.222328	-0.659773	0.825779	0.916157	0.088369	0.961851	-0.073773	1.393594	-0.333723	-0.268886	0.790770	0.274066	0.858753	0.250881	0.829437	0.007889	0.458496	0.872653	0.569943	0.711057	0.622410	0.370806	0.301640	1.381439	1.061448	1.290341	1.160833
Probe 275	1.397891	1.591850	1.513413	0.844147	0.698297	1.550313	2.023243	1.222974	1.606854	0.790210	0.953166	2.377120	1.962827	1.502629	0.907746	2.432211	1.052968	1.061125	1.637750	2.231126	0.893889	2.150446	0.995959	1.368672	0.826156	1.205794	0.895656	0.786560	1.354330	1.458503	1.395087	0.985792	0.960236	1.457604	1.949869	2.088456	1.671577	1.614217	0.970010	1.610368	1.838921	0.882131	1.517508	1.665827	1.671290	0.771210	1.602875	1.872884	1.108769	1.479771	0.769642	1.272133	1.157507	2.190536	0.870239	0.704264	1.842961	1.649633	1.478090	0.603728	1.674179	1.433658	0.890601	1.577265	1.705210	1.432155	0.960731	1.434967	0.966974	1.591053	0.785815	1.863586	1.810100	1.360236	0.721274	1.140493	0.586411	1.696244	0.985327	2.284101	1.443147	0.518449	1.570663	2.240790	2.095371	1.678411	0.973707	1.613519	0.637755	1.518410	2.430987	0.935430	1.429298	1.726730	1.641916	0.765085	1.470728	0.961038	1.728511	1.504842	1.528608	1.449376
Probe 276	0.973155	0.695877	0.866822	0.149905	0.081008	0.896930	1.214055	0.669086	1.006853	-0.338062	0.553663	0.428606	0.488818	0.960490	1.328920	1.030917	0.235415	0.072375	0.988217	0.327043	0.189627	0.352671	0.628468	0.841340	0.388504	0.768783	-0.279157	1.212050	0.879848	0.901271	0.880447	0.814433	0.494466	0.856322	0.472109	1.148681	1.005419	0.929670	0.514605	0.814346	1.230312	0.625728	0.841949	0.615105	0.467207	1.441024	0.278942	0.485284	0.566239	0.483902	0.090051	0.703563	0.157713	0.337915	0.520653	0.302818	0.394169	1.031096	1.061378	0.461974	0.843082	0.916001	-0.231095	0.860120	0.423393	0.646689	1.365142	0.733792	0.326795	1.057655	1.221997	1.123273	0.545422	0.695867	0.143804	0.850994	0.046913	0.895381	0.844755	0.438480	0.637116	0.588267	0.941136	1.006392	1.163405	0.859959	1.351995	0.672310	0.704296	0.990146	0.538368	0.692509	0.757404	1.038954	0.871934	0.762742	1.062527	1.412946	0.904893	0.887642	0.814802	0.897985
Probe 277	-0.584427	-0.593776	-0.298197	-0.998789	-0.569900	-0.363102	-0.836977	-0.459757	-0.677050	-0.585589	-0.857324	-0.670950	-1.059471	-0.552586	-0.810453	-0.671934	-0.909061	-0.938090	-0.589033	-0.742919	-0.626251	-0.751357	-0.374361	-0.438821	-0.902976	-0.471993	-0.413565	-0.806014	-0.654596	-0.465000	-0.480179	-0.390602	-0.770812	-0.734449	-1.055880	-0.820089	-0.589135	-0.244939	-0.472660	-0.321067	-0.816128	-0.775268	-0.658875	-0.717583	-1.060238	-0.829548	-0.477988	-0.969578	-0.849216	-1.132614	-1.006669	-0.444332	-0.843503	-0.888340	-0.749662	-0.560402	-1.165289	-0.650026	-0.649831	-0.746311	-0.564497	-0.635666	-0.390989	-0.299513	-1.047846	-0.426594	-0.740323	-0.398534	-0.839856	-0.648246	-0.900708	-0.851621	-1.095825	-0.759824	-0.950626	-0.551995	-0.966216	-0.555500	-0.388570	-0.700428	-0.348010	-0.604713	-0.276329	-0.861873	-0.941153	-0.513907	-0.613213	-0.837456	-0.534652	-0.507051	-0.651385	-0.826345	-0.405807	-0.623584	-0.586880	-0.439634	-0.733222	-0.771952	-0.288743	-0.769760	-0.707195	-0.701785
Probe 278	-0.271854	-0.542909	-0.749417	-0.998496	-0.752673	-0.222094	-0.999215	-0.466335	-0.497513	-0.922642	-0.977575	-0.735176	-0.844167	-0.323320	-1.004709	-0.949085	-0.270483	-0.240590	-0.576013	-0.741766	-0.923169	-0.722859	-0.989350	-0.673678	-0.915710	-0.723118	-0.869130	-0.805250	-0.308179	-0.164213	-0.699899	-0.996914	-0.858229	-0.848063	-1.055799	-0.946738	-0.427894	-0.740477	-0.748776	-0.692014	-1.036172	-0.845895	-0.766349	-0.117818	-1.056711	-0.977554	-0.464210	-0.994490	-0.763105	-1.014250	-0.910725	-0.550376	-0.281801	-0.721140	-0.934951	-0.984621	-1.090748	-0.459924	-0.548061	-1.052036	-0.470383	-0.457901	-0.960719	-0.821036	-1.034416	-0.533513	-0.895790	-0.584949	-0.198519	-0.499100	-1.000884	-1.128154	-1.002630	-0.856059	-1.103554	-0.827441	-0.929666	-0.507055	-0.978678	-0.676847	-0.633127	-0.909869	-0.757813	-1.061177	-0.943192	-0.522933	-0.843668	-0.608283	-1.000924	-0.207559	-0.718497	-0.821412	-0.023323	-0.496195	-0.525726	-1.106210	-0.566226	-0.961150	-0.754791	-0.751869	-0.883091	-0.829059
Probe 279	0.768825	0.146009	0.306739	-0.390605	-0.531370	0.917592	0.262763	0.855722	0.428823	-0.458152	0.291263	-0.224515	0.316220	0.541744	0.322066	0.266101	0.187949	0.277557	0.337194	-0.210419	-0.546647	-0.242945	-0.022222	0.650862	-0.362058	0.735332	-0.466083	0.261137	0.598645	0.790788	0.208702	0.142383	0.258745	0.154809	0.281769	0.301635	0.434925	0.338324	0.201248	0.294122	0.266382	0.264052	0.131515	0.230052	0.246098	0.311448	0.311680	0.166291	0.306547	0.288938	-0.355797	0.749839	0.015441	-0.180124	0.213709	-0.398310	0.326549	0.428615	0.353736	-0.669492	0.328340	0.489670	-0.517898	0.353739	0.265434	0.874687	0.316089	0.825658	0.253901	0.339469	0.307487	0.334196	0.321029	0.137705	-0.268928	0.672919	-0.386334	0.255540	0.064905	-0.266324	0.284615	0.014661	0.324620	0.385293	0.308131	0.317827	0.356196	0.273531	-0.022047	0.703017	-0.110663	0.320025	0.989503	0.400501	0.365936	-0.008879	0.302876	0.219506	0.287027	0.182648	0.105240	0.228640
Probe 280	2.511052	2.235559	2.484324	1.498236	1.091862	2.775907	2.620038	2.035439	1.922766	1.388166	2.156612	2.496823	2.469001	2.449291	1.266151	2.959742	2.401003	2.563087	2.072854	2.530715	1.441060	2.350437	1.606536	2.092114	1.539640	1.810215	1.436810	1.196101	2.435035	2.651686	2.085685	1.392434	2.270925	1.772911	2.319132	2.697654	2.054604	2.592545	2.038236	2.569326	2.542867	2.128814	1.936806	2.280544	2.271156	1.042961	2.062351	2.310060	2.167294	2.335016	1.465594	2.108229	2.403600	2.309746	2.004806	0.982686	2.224422	2.012359	1.826802	1.135937	2.104243	2.298737	1.429803	2.498811	2.233432	2.237353	1.329150	2.131677	2.662315	1.983832	1.133227	2.605059	2.139672	1.750298	1.556857	1.798707	1.377663	2.087598	1.376840	2.424515	2.299888	1.254283	2.558184	2.671951	2.657979	2.168082	1.351809	2.295014	1.289493	2.609021	2.672685	1.952748	2.925121	2.046957	2.105834	1.194208	1.861262	1.386998	2.545961	1.878351	1.910056	1.800951
Probe 281	0.503863	0.070456	0.217171	-0.336287	-0.305111	0.688107	0.194413	0.845036	-0.112651	-0.048704	-0.645418	-0.378138	0.122838	0.438278	-0.406042	0.247633	0.789793	0.875258	-0.042206	-0.398737	-0.332681	-0.376825	0.006015	0.600964	-0.234558	0.608558	0.049888	-0.210684	0.376252	0.502945	-0.162789	0.076437	-0.444747	-0.260493	0.066591	0.261434	0.005426	0.277569	-0.443774	0.302149	0.157627	-0.492954	-0.191532	0.098923	0.024265	-0.332924	0.466661	0.068319	-0.379522	0.010627	-0.201017	0.671839	0.875970	-0.313781	-0.644796	-0.125376	0.029017	-0.082544	-0.246629	-0.274147	0.044057	0.321025	0.088930	0.168575	0.002511	0.773463	-0.244406	0.656872	0.932411	-0.160318	-0.292286	0.122205	-0.079939	-0.329559	-0.326926	0.522060	-0.043808	0.014149	0.114194	-0.335261	0.178635	-0.072529	0.270060	0.178041	0.096027	0.059529	-0.314937	0.060894	-0.024901	0.537155	-0.339149	-0.462861	0.781046	-0.149950	-0.014798	0.038300	-0.194817	-0.298884	0.241251	-0.251537	-0.267046	-0.239476
Probe 282	0.443848	0.018948	0.070185	-0.348348	-0.118970	0.588622	-0.237532	-0.102867	0.236956	-0.089556	-0.236226	-0.092850	-0.446950	0.402824	-0.206027	-0.268777	0.698599	0.833947	-0.065707	-0.074962	-0.197894	-0.124871	0.022078	0.108626	-0.272845	0.033046	0.056683	-0.094201	0.317049	0.481395	-0.192798	0.041933	-0.167259	-0.018006	-0.396053	-0.335640	0.261386	0.165899	-0.281468	0.069422	-0.305577	-0.204056	0.059860	0.039574	-0.422160	-0.044388	0.375138	-0.443643	-0.132650	-0.444798	-0.141824	0.079983	0.790584	-0.154221	-0.274672	-0.013516	-0.489694	0.227627	0.242574	-0.255942	-0.055497	0.289371	0.057014	0.015329	-0.405759	0.062856	-0.111978	0.051545	0.828470	0.171060	-0.045135	-0.414180	-0.386104	-0.065848	-0.288471	0.001326	-0.376713	-0.008477	0.052211	-0.091862	-0.009409	-0.125178	0.130482	-0.370826	-0.280737	-0.061305	-0.132262	-0.165313	-0.062616	0.399255	-0.027685	-0.260664	0.711427	0.124349	-0.077113	0.043024	0.114718	-0.077602	0.161714	0.001877	-0.049078	-0.049937
