Probe ID	Training experiment 1	Training experiment 2	Training experiment 3	Training experiment 4	Training experiment 5	Training experiment 6	Training experiment 7	Training experiment 8	Training experiment 9	Training experiment 10	Training experiment 11	Training experiment 12	Training experiment 13	Training experiment 14	Training experiment 15	Training experiment 16	Training experiment 17	Training experiment 18	Training experiment 19	Training experiment 20	Training experiment 21	Training experiment 22	Training experiment 23	Training experiment 24	Training experiment 25	Training experiment 26	Training experiment 27	Training experiment 28	Training experiment 29	Training experiment 30	Training experiment 31	Training experiment 32	Training experiment 33	Training experiment 34	Training experiment 35	Training experiment 36	Training experiment 37	Training experiment 38	Training experiment 39	Training experiment 40	Training experiment 41	Training experiment 42	Training experiment 43	Training experiment 44	Training experiment 45	Training experiment 46	Training experiment 47	Training experiment 48	Training experiment 49	Training experiment 50	Training experiment 51	Training experiment 52	Training experiment 53	Training experiment 54	Training experiment 55	Training experiment 56	Training experiment 57	Training experiment 58	Training experiment 59	Training experiment 60	Training experiment 61	Training experiment 62	Training experiment 63	Training experiment 64	Training experiment 65	Training experiment 66	Training experiment 67	Training experiment 68	Training experiment 69	Training experiment 70	Training experiment 71	Training experiment 72	Training experiment 73	Training experiment 74	Training experiment 75	Training experiment 76	Training experiment 77	Training experiment 78	Training experiment 79	Training experiment 80	Training experiment 81	Training experiment 82	Training experiment 83	Training experiment 84	Training experiment 85	Training experiment 86	Training experiment 87	Training experiment 88	Training experiment 89	Training experiment 90	Training experiment 91	Training experiment 92	Training experiment 93	Training experiment 94	Training experiment 95	Training experiment 96	Training experiment 97	Training experiment 98	Training experiment 99	Training experiment 100
Probe 1441	7.149801	9.618718	6.392431	8.102670	10.797088	8.661671	7.027784	8.507376	9.675104	10.152786	8.148707	7.221685	10.534339	9.640481	9.110178	11.027171	6.674651	6.703720	7.657058	7.791085	10.113864	9.408862	7.216212	7.050182	8.346880	9.052880	7.913958	6.485375	10.321682	8.726648	6.826743	10.331904	10.194624	9.510513	7.578697	8.743655	9.026303	10.660343	7.703692	8.481669	9.019026	7.210049	8.961550	10.177698	8.596071	8.654556	10.251838	8.550993	7.261727	8.325965	6.379884	9.799994	7.552530	9.365779	9.250516	8.252223	6.920677	9.460653	6.596309	9.027504	10.785510	9.700181	10.098427	10.585673	10.203290	8.909866	7.883238	8.253086	12.459119	8.129088	8.488370	8.826903	8.781429	8.660709	10.415555	6.389000	8.001366	7.958532	6.321936	10.073297	10.032552	8.758862	10.325226	8.659226	6.845026	7.602235	7.583159	7.640591	10.005191	8.207742	7.345008	6.644936	8.146667	8.008044	6.620387	8.932025	9.106819	9.980421	10.550650	10.190099
Probe 1442	10.224539	7.530881	9.310419	10.290676	7.295003	9.196900	9.675754	6.799957	9.415587	9.228726	9.881095	10.074085	7.089828	9.482298	8.437514	9.234372	9.604999	9.272625	10.342620	8.545297	8.997184	9.954248	9.039740	10.139453	10.464469	9.248384	8.489396	6.431031	7.397147	8.210705	10.499598	8.828944	7.576530	9.299794	9.529189	6.908639	9.991633	7.176563	7.216204	9.288274	8.279243	10.856151	8.903854	8.156696	6.664516	9.375329	7.263625	10.008499	7.553421	7.138661	9.232679	8.482105	8.885558	9.347721	9.536499	10.330191	6.974478	7.637424	9.627841	7.248949	7.079714	10.080963	9.177952	7.365151	9.050735	8.957038	9.931138	10.128108	8.803750	10.697943	10.327384	10.237171	8.115400	10.040949	7.360471	9.266358	10.148447	8.025962	8.159759	9.278495	9.221220	8.777169	7.026954	8.155263	9.065491	10.285163	7.417994	9.101817	9.765039	10.261008	6.756371	9.820914	10.288101	8.040975	6.370839	7.377694	10.502264	9.990212	7.030294	8.577108
Probe 1443	6.035035	8.270108	5.776985	6.594802	5.761175	8.644513	6.381395	6.754844	6.784487	6.134994	6.038287	5.920909	5.809597	5.945485	5.865862	7.397345	6.022899	5.740281	6.160845	10.334356	6.738911	5.855933	5.565026	6.084460	6.305846	6.652832	5.927046	10.775722	7.568773	6.031982	6.072276	6.844852	6.640580	6.965186	6.341472	8.328941	6.712659	5.828741	6.912376	6.705587	5.689016	6.053578	6.733629	5.728721	6.272946	6.599121	6.098406	6.729428	6.328946	7.749202	5.446592	5.694972	5.823188	8.469822	6.452179	6.075683	6.654673	7.625513	6.621640	8.727216	5.678810	5.532423	6.849070	5.845809	6.714210	8.515640	6.137203	5.844906	9.294342	6.062415	6.140209	5.897518	6.154614	6.508498	5.747734	5.601446	5.676904	5.701845	5.518094	6.049294	5.871908	6.274304	6.541247	9.280229	6.148001	6.225472	5.653460	6.199925	5.971021	5.844291	5.799654	6.206896	6.204853	6.640484	5.990706	8.547289	5.706984	5.970098	5.669368	9.850485
Probe 1444	4.403597	11.645092	4.253119	5.097105	6.405273	11.234837	4.927989	5.780293	5.322611	4.680018	4.733908	4.700360	6.022555	5.395146	4.953878	7.380832	4.409771	4.743619	5.141933	7.653599	6.110514	4.720393	10.858771	4.967153	5.270890	6.128567	10.977576	4.877799	5.263256	4.778936	5.216486	4.914794	5.202020	5.879499	6.171585	11.601114	5.331921	8.793375	11.689270	4.510487	4.462283	4.967051	8.147711	4.629635	5.494666	4.679173	9.310571	5.736024	11.352031	11.574757	4.629739	5.159417	11.035278	11.152097	4.266116	4.840082	7.889293	11.375197	4.939414	11.220726	5.003269	4.940346	4.873921	5.277250	6.003402	11.127106	5.214565	4.628420	9.210572	5.461274	5.682735	4.901486	5.235745	5.061152	5.062589	4.406075	5.235786	4.754727	10.854524	5.270808	4.573566	9.007238	4.814202	5.570834	8.753039	4.829058	10.414286	7.147045	6.707639	4.811983	11.316942	4.477280	5.234004	5.642042	5.804602	11.282913	4.573640	5.481596	6.846424	9.607385
Probe 1445	6.256962	7.522391	6.150236	6.879071	12.058235	8.761387	6.592178	11.549445	7.875260	7.120737	6.452856	6.440144	11.646815	7.320790	7.717821	9.847361	8.410159	6.095688	6.449321	11.974319	10.570436	6.493979	5.992136	6.339174	6.939678	9.445825	7.441173	11.649895	11.190228	10.175839	6.412181	8.753805	11.216846	9.583721	9.481899	7.389306	6.712256	12.057190	7.393793	6.171750	6.786899	6.364754	9.815501	7.151937	11.054697	8.530574	11.105669	6.918060	7.555137	7.421043	6.194622	7.467799	6.910738	8.301327	6.157082	6.873500	10.490926	7.007198	6.329642	7.268379	8.158607	6.618254	8.930778	11.621484	8.658663	7.765635	6.404737	6.318518	10.756544	6.291374	6.674761	6.547702	10.353222	6.582823	11.201373	6.200110	6.472946	10.543305	6.505486	7.704886	6.876327	9.956603	11.384953	11.458311	9.090881	6.173060	6.704454	9.104405	7.381214	6.374503	7.320729	7.084876	5.968464	11.027193	10.555093	7.274372	6.260472	6.384515	12.046594	11.382922
Probe 1446	6.404722	10.632515	6.357573	6.447918	6.838736	11.101751	6.830399	8.990804	7.081725	6.970060	6.337513	6.505726	6.670740	6.918155	6.336022	7.624293	6.769170	6.422625	6.204024	7.687258	8.102277	6.443541	9.794069	6.423941	6.389292	7.134029	10.079533	6.387997	10.024272	8.299075	6.691454	6.316968	9.702413	7.287200	7.071352	10.612259	6.352173	7.360609	11.261308	6.344531	6.377420	6.427645	7.617981	6.330409	8.882759	6.948350	7.342673	6.698359	10.945268	11.244612	6.315205	6.172208	9.625099	10.791814	6.125538	6.301510	8.082296	10.624115	6.550827	10.825344	6.486212	6.512242	5.900826	6.276827	6.782773	10.613250	6.318457	6.231633	8.040361	6.338262	6.436061	6.543387	8.277628	6.400239	6.743679	6.214078	6.515912	7.992852	10.152811	6.595280	6.459385	7.559010	10.144886	8.705312	7.471269	6.280843	9.962633	6.804978	6.979299	6.363197	10.965494	6.080983	6.195831	8.035545	7.646792	10.919950	6.418977	6.655477	6.536702	9.005141
Probe 1447	9.345417	5.795173	8.584256	10.564798	12.589754	5.383052	9.809604	5.516870	8.003004	12.016298	9.866773	6.607096	12.382040	11.908577	10.959642	8.989296	9.961540	6.303687	10.024915	6.284062	5.722191	9.650771	5.170100	9.354172	5.558148	9.616391	6.465743	5.586388	5.702554	5.618819	6.788219	11.330613	5.453692	8.645986	9.771344	5.238142	10.706796	12.072291	5.638766	7.513217	11.010579	6.230303	8.189539	11.222014	5.371798	9.798249	12.686850	10.263635	5.666140	5.269239	5.721476	10.664718	6.266206	5.592081	9.124560	6.321005	6.052179	5.771918	5.906671	5.154154	12.094873	9.572429	11.101842	12.500453	7.780375	6.059649	9.660452	7.711320	8.634888	5.813833	6.110532	6.854672	5.450745	10.763847	12.934496	5.582807	6.216971	5.706152	5.359182	10.927427	10.756226	8.570053	5.689186	5.746625	7.521415	9.851927	5.669021	7.919397	11.601332	7.560986	5.645803	9.506768	6.485591	5.514994	5.791179	5.490996	7.678312	6.433515	12.481947	5.822574
Probe 1448	6.432070	5.751559	5.957104	7.266840	9.414315	5.324565	7.146618	5.674233	6.408001	8.909403	6.191658	6.194167	8.793205	8.619227	7.313151	6.294369	6.722950	5.569839	6.869344	5.635987	5.609499	6.402015	5.550985	6.629955	5.844444	6.236366	5.707984	5.343307	5.817885	5.740087	5.901402	6.736594	5.851589	6.250307	6.876367	5.356603	7.300323	8.889298	5.556491	5.600917	7.041802	5.281800	5.992533	7.654341	5.733908	6.884967	9.527196	7.353650	5.319767	5.449538	5.602649	7.016329	5.860211	5.581948	5.840437	5.551479	5.746507	5.931333	6.054419	5.399243	8.259540	6.311352	6.965084	9.420677	6.379075	5.423644	6.720713	5.732521	6.407013	5.568583	5.376739	5.743141	5.834455	7.573186	9.849021	5.464832	6.137621	5.662755	5.306690	7.392336	6.190541	6.129682	5.519052	5.945540	5.359448	7.001543	5.267164	5.615269	8.604186	5.828600	5.688519	5.710770	5.152330	5.598194	5.442583	5.526044	5.803739	5.994493	9.320268	5.208043
Probe 1449	6.566314	10.132127	6.393216	6.456924	8.507867	10.886570	6.540790	10.429696	9.279926	6.562271	6.815818	6.467415	8.030616	6.750653	6.535144	9.315915	8.833299	6.406712	6.363759	9.776784	10.157630	6.343368	9.662658	6.356201	6.339750	9.305608	8.997782	8.283718	10.961048	10.478576	6.706936	7.837243	10.797222	9.426787	9.113359	10.273804	6.923137	8.184058	10.831255	6.244828	6.235403	6.386378	9.013114	6.406356	10.462635	9.132686	8.885958	6.537405	10.600322	10.538278	6.217356	6.472705	8.891273	10.749915	6.003975	6.529610	8.779185	9.997015	6.585442	10.159603	8.197036	6.063016	8.060141	8.592883	8.557279	10.679858	6.709423	5.960741	9.185649	6.341703	6.193765	6.278077	10.515253	6.501617	8.608350	6.425715	6.352911	10.150707	9.157864	6.688808	6.572137	9.081141	10.995463	10.456513	8.851157	5.980787	8.571026	8.506747	6.892374	6.262638	9.235612	6.188991	6.401282	9.548603	8.430016	10.197974	6.312466	6.774170	8.050746	10.776488
Probe 1450	5.591375	8.213441	5.937433	5.838846	5.789894	7.082898	6.000388	11.788081	5.661407	6.003793	5.696465	6.006528	6.114441	5.733743	5.652635	5.568999	5.303644	5.711749	5.656742	6.633247	7.243149	5.475919	8.297825	5.583761	6.198016	5.175254	5.954545	5.396537	9.581503	8.249054	6.244853	5.667576	7.807026	5.495007	5.684270	9.264948	5.955454	5.653153	8.293048	5.673118	5.458867	5.954324	5.672679	5.636539	11.933828	5.552346	5.964569	6.195791	8.760386	8.820069	5.815030	5.780323	5.697611	6.494865	5.545624	5.749206	10.782999	7.562072	5.922719	9.052222	5.821695	5.478245	5.786026	5.815773	5.734765	7.683958	5.650055	5.336213	5.694568	5.814103	5.923622	5.699801	9.112256	5.636603	5.737539	5.477689	5.807805	8.280520	5.916125	5.718278	5.808760	5.883471	8.485312	8.510815	5.622105	5.621761	5.518247	5.404337	5.885189	5.428347	6.362148	5.604882	5.538257	6.610080	11.252515	9.050325	5.564304	5.791789	5.848625	6.639334
Probe 1451	5.864074	5.804735	7.837470	5.534077	5.223706	5.448680	5.700801	7.992853	9.326742	5.272720	5.937248	5.673498	5.527444	5.473315	6.073546	8.767050	8.822295	6.511736	5.591805	9.948146	7.304443	5.758801	5.234023	5.562543	6.018841	9.331351	7.552394	6.429394	8.277905	6.797842	5.898624	7.293986	8.609073	8.586809	8.987548	5.462225	5.556061	5.253379	5.290436	5.612659	5.428206	6.029569	7.561433	6.879530	8.263064	9.253976	5.929554	5.563888	5.690163	5.286757	6.087209	5.625287	8.068042	6.017534	5.778816	5.759019	7.781824	5.504224	5.667533	5.604080	5.507424	5.629105	7.182084	5.586643	9.305884	5.461102	5.681373	5.897204	8.917163	5.706088	5.743495	5.725055	7.461380	5.466708	5.728790	5.367095	5.506045	7.904764	6.824243	5.454807	5.808426	7.790437	8.466205	8.891941	8.035846	5.617185	6.811857	8.849905	5.680484	5.620519	6.145034	6.877002	5.535716	7.849798	8.227285	5.438313	6.236230	6.198418	5.407812	9.749476
Probe 1452	6.793761	8.071787	6.962261	5.821149	7.731421	9.601524	5.700963	10.052271	8.949921	6.852325	6.934903	6.303882	7.382342	6.491014	7.068814	8.716171	8.511406	6.090864	6.089627	9.967738	9.867174	7.637856	7.535828	5.851498	6.059255	8.780827	7.750586	10.242697	9.308390	8.508623	6.101610	6.867970	8.639827	8.669440	8.116658	7.375596	7.051364	7.390436	7.018840	7.343675	7.559133	6.520457	8.015450	7.437228	9.783389	8.728790	7.439386	5.849545	7.349770	7.280241	6.270394	7.038632	8.186503	10.000050	7.565336	6.541217	9.673410	8.306541	5.707286	8.108919	7.520969	8.336636	7.158285	7.587663	8.572678	9.777702	6.943796	7.160456	8.634150	6.423957	6.527289	7.820141	8.659250	5.824836	7.582765	5.553880	6.242076	8.597861	7.897803	7.031259	6.770400	8.165491	9.261670	9.041074	8.641096	6.139572	7.557639	8.651599	7.205794	6.814885	6.702359	7.153206	6.426629	8.851198	9.935457	8.035812	8.374353	7.724517	7.327372	9.885911
Probe 1453	7.699303	6.278309	7.691023	7.904964	8.208999	6.200841	7.519660	6.316018	8.818944	8.674179	7.904590	8.488915	8.075319	8.638278	8.102408	8.640210	8.705674	8.587627	8.390990	7.123579	8.028795	8.597619	7.045055	8.369217	8.264458	9.120318	7.749847	10.652139	6.411597	6.202995	8.654112	8.368669	6.247987	8.626993	8.322117	6.125368	8.008575	8.113140	6.287353	8.589709	8.440585	8.907784	7.833489	7.926727	6.266589	9.232440	8.814362	7.748432	6.713392	5.939342	9.187185	8.007276	8.223758	6.342452	8.810661	8.415099	6.285904	6.187585	9.981977	6.379045	8.497553	8.458973	8.314216	7.990703	8.106040	6.261289	8.433891	8.872527	8.269212	9.057382	8.411665	8.670715	6.561151	8.193180	8.881588	10.106320	8.412375	6.856855	7.547513	8.637472	7.794555	8.060717	6.483276	6.348819	8.485551	8.507346	7.718519	8.647122	8.866817	8.715803	6.776749	7.822949	8.949777	6.909868	6.347597	6.310776	8.852727	7.632522	8.094265	7.221926
Probe 1454	9.506008	9.644389	8.991715	8.929537	11.848689	9.963445	8.585373	8.458029	8.778912	11.308672	9.630616	8.362562	11.488235	11.003668	10.914753	9.386630	9.253989	8.603147	9.158671	9.310701	8.991342	9.294996	10.018802	9.167225	7.223201	9.517230	9.225204	9.401763	8.930889	8.803588	10.012784	10.510610	8.699679	9.349630	9.279856	9.740328	10.401056	11.604679	9.983924	9.579100	10.963524	8.526209	9.088776	11.299644	8.741087	9.079306	12.005826	8.938888	9.847824	9.934617	8.734859	10.609047	9.387699	9.743597	9.889949	7.250724	8.058713	9.504142	8.261611	9.680609	11.738512	9.212898	10.499456	12.048274	8.450181	9.801436	9.735593	7.683127	9.307224	7.745252	7.376254	7.292215	8.998789	8.924285	12.141041	8.336529	7.053451	9.002481	9.016956	10.793589	10.272880	9.221515	8.861462	8.849731	9.120578	9.141834	9.457644	9.095603	10.571246	7.696855	9.381319	9.427620	6.666279	9.250616	8.177430	9.680245	7.822983	7.785794	11.478512	9.113969
Probe 1455	8.806411	6.006537	8.230679	6.989807	5.697953	5.908112	6.911141	6.158786	9.754238	5.547099	8.143616	7.562840	6.061843	5.335944	5.948996	8.782196	8.177338	8.056367	6.824409	7.080924	6.134230	7.802031	5.316706	6.800929	6.973961	9.033358	7.289602	5.738105	6.633857	6.413399	7.455934	6.446021	6.411330	8.459655	8.410709	5.773696	7.631591	5.647727	5.617859	5.938619	5.715192	7.469126	7.597773	5.772752	6.288856	9.409550	5.455803	7.008752	7.033839	5.486812	8.357211	6.306212	7.637297	6.973592	7.071029	7.592468	7.523147	5.611511	7.575616	5.840113	6.111615	8.295103	6.676908	5.837768	9.650360	7.099589	8.046195	8.095675	9.059934	7.114217	7.485844	7.947965	6.448882	7.076139	5.654738	7.408837	7.381976	6.218389	8.612031	8.363891	5.851537	7.668885	6.235263	7.120249	8.268244	6.682139	6.604458	8.406665	5.293182	7.951257	6.556797	8.317559	7.516826	5.938741	8.044225	5.804434	8.579343	8.501604	5.885086	7.393331
Probe 1456	10.641257	9.187636	9.943083	9.243601	5.578256	9.025045	8.698109	5.808995	6.495226	8.560389	10.009423	8.611453	5.161122	8.640119	6.069864	5.831552	9.720061	9.577575	8.892982	5.363435	5.357690	8.431641	5.826504	9.039913	8.934968	5.696879	6.951069	5.392066	5.805130	5.806054	8.515923	7.668928	5.520134	5.779088	6.625050	8.971619	9.033173	5.567842	8.850138	6.607131	6.431100	8.521902	5.558817	5.995466	6.017384	5.617844	6.083517	9.216845	8.796910	8.849419	9.757249	5.887557	6.775515	9.257843	6.494191	9.189585	7.807223	9.074599	8.497981	9.114473	5.356335	9.277711	7.919634	5.117237	6.037871	9.703087	10.118532	9.449618	6.059531	8.958709	9.217722	9.363091	5.222939	9.300419	5.095709	9.145709	9.175144	5.098516	7.699240	8.765609	5.961001	5.389819	5.353116	6.021338	5.556678	9.059539	6.834260	5.379300	8.502063	9.498269	8.134433	10.154585	9.367532	4.988119	6.739121	9.165040	9.254645	9.494991	5.402765	6.754621
Probe 1457	7.636980	5.767997	7.859447	5.730346	5.962275	5.564000	5.612535	6.316329	6.734167	6.222439	7.813558	6.057734	5.730980	6.183866	5.830132	8.003039	8.836630	8.816367	7.173396	5.923920	6.828896	6.300005	8.985446	7.269486	5.624042	8.316452	7.878486	6.271623	6.446480	6.463686	5.859151	8.718497	6.736147	8.112185	7.568392	6.017965	5.830332	5.572373	5.856090	7.763321	6.121964	6.535172	7.619821	6.110918	5.990514	8.115961	6.952824	5.663385	7.508782	5.653131	9.401996	6.144526	8.535511	5.633175	7.730458	5.487843	6.116159	5.802645	7.307142	6.165529	5.815379	6.809104	8.988347	6.361741	7.517073	5.857894	8.213168	5.899469	8.027641	6.775244	5.509720	6.446583	6.310096	5.511532	7.193053	9.898256	5.898961	6.355139	8.564196	6.266096	6.020834	7.919536	6.683915	6.417600	9.031819	7.429276	9.562905	8.920324	5.782747	5.750776	7.956731	8.803003	5.561409	6.865174	5.699774	6.127265	6.387434	6.075211	5.450175	6.372626
Probe 1458	7.947394	5.253446	8.017428	5.017678	7.502801	5.127524	5.356044	6.402076	6.963290	6.906003	8.426017	6.518165	5.600824	5.801192	5.956137	7.905819	8.954686	9.112943	6.621771	6.266834	7.457463	6.413619	9.399936	7.330836	5.385677	8.283337	8.538761	7.592772	6.873566	6.717788	5.777661	9.116988	6.957001	8.498440	7.768850	5.480231	5.403224	5.371691	5.803929	8.271232	6.223320	6.050306	8.120635	6.356472	6.400129	8.055776	6.754664	5.013590	8.228419	5.551137	9.620939	6.680878	8.869539	5.501728	8.338972	5.148202	6.115780	4.961467	8.331178	6.045691	5.685307	7.056299	9.313825	7.140580	7.653583	5.781544	8.687559	6.091091	8.272914	7.273899	5.055648	6.789225	6.670312	5.248856	6.510070	10.918282	5.521465	6.442650	9.108168	6.044826	6.526538	8.587238	7.335981	6.458619	9.568764	7.500280	9.978075	9.131181	5.758771	5.762707	8.961287	9.221639	5.308826	7.595536	5.180351	5.863143	6.517643	6.145775	5.548193	6.715313
Probe 1459	9.256502	9.713996	10.412199	9.225514	11.795441	10.219557	8.684128	9.079489	9.614385	10.356764	9.181532	8.728356	11.244958	10.164327	10.142423	10.891215	10.007537	9.312425	9.166462	11.444531	11.180431	8.478884	9.263751	9.167066	6.929223	10.711293	9.566352	11.442667	10.051212	9.823032	8.878235	9.616941	9.924566	10.650998	10.201338	10.179327	9.873277	11.226402	10.043964	8.382628	10.092774	8.291916	9.817020	10.424421	8.500457	10.548616	10.774466	9.127452	9.545005	10.318440	9.474440	9.857947	9.881456	9.951367	8.558035	7.148401	6.844669	9.933942	9.637821	10.557247	11.478574	8.534152	9.620849	11.500783	8.602113	10.049630	9.453758	7.421827	10.978773	7.376153	7.447333	7.531057	10.020175	9.289892	10.857589	9.822506	6.907661	9.930176	9.703054	10.281895	9.139911	10.189488	10.147154	10.578595	10.159274	9.297184	9.227143	10.335821	10.268878	7.484092	8.578268	9.575864	7.300439	11.375845	6.948673	10.594918	7.290620	7.220185	11.041868	11.332790
Probe 1460	7.714106	5.003412	6.105112	6.305094	9.744305	4.922807	5.991622	5.008824	4.736693	7.188706	7.514835	7.934380	8.627244	7.262601	9.043519	5.146024	7.651188	5.144615	6.021501	5.141339	5.185778	7.536627	4.865906	6.243870	6.517962	4.844308	5.379099	5.046126	4.950616	5.026958	7.183888	7.897956	5.221393	5.401672	5.503615	5.147229	6.634048	8.761742	5.067912	6.509181	9.303196	8.460528	5.445944	8.762415	4.864841	4.945037	7.924368	5.798484	5.171647	5.003008	5.019773	8.811637	5.669701	4.895725	7.538619	7.012435	5.172033	5.024103	5.698620	4.908314	8.653838	7.841913	8.049177	9.412956	5.009701	4.929145	8.050339	7.707767	5.311998	7.409824	7.156729	7.179978	5.055587	6.387383	7.954229	5.122907	7.307663	5.092765	6.101198	7.521532	7.582163	5.189291	5.092604	5.218646	5.501231	6.240818	5.016425	5.178433	7.887613	7.650053	5.268351	8.198315	7.580884	5.132035	5.088479	4.899614	7.190616	7.734817	8.543012	5.097780
Probe 1461	4.934927	7.265558	4.844714	4.695722	4.830646	7.492218	4.869657	8.438370	4.734869	4.863644	4.655665	5.021168	4.884057	4.884601	4.775968	4.599585	4.551135	4.891211	5.032259	5.158380	7.982378	4.732901	9.126473	4.787132	5.158058	4.398307	4.989249	4.496226	8.378852	8.423897	5.128873	4.752726	6.979409	4.716688	5.139635	7.993455	4.823848	5.018587	7.278269	4.909137	4.715568	4.772794	5.026609	4.636784	8.666218	4.645461	5.467238	5.215349	8.441725	7.543969	4.676459	4.909815	4.686220	7.327066	4.605507	4.982391	8.499413	6.637740	5.301239	8.378831	4.994035	4.662634	5.049908	5.320320	4.617471	8.484060	4.606737	5.188034	4.563034	4.784526	4.833078	4.498843	8.496582	4.743334	5.019176	4.694640	4.840358	7.768488	4.760857	4.788591	4.850101	4.805739	7.781641	6.721081	5.032970	4.811334	4.717594	4.739240	4.602015	4.698262	4.836372	4.624150	4.555521	7.292654	8.592061	8.030264	4.583422	4.909774	4.766582	6.018971
Probe 1462	7.013503	9.071342	7.428650	6.800329	7.582742	9.748034	6.812333	10.022003	8.760839	6.934415	7.244802	6.839358	7.813095	7.177108	6.229830	8.755727	8.215197	7.104509	7.437897	10.081523	10.109449	6.873136	8.432682	6.885044	7.118924	9.114830	8.857432	10.423964	9.607256	9.376326	6.891557	7.298264	9.782667	8.438681	7.845579	9.097534	6.900460	7.536142	9.252680	6.591364	6.482449	7.473230	7.683940	6.292550	9.818062	8.887858	7.448705	6.841221	8.373181	9.146927	6.920380	6.418094	8.620953	9.580665	6.701671	7.264393	10.142678	9.124752	6.502576	9.193365	7.419730	7.082051	7.731715	7.600894	8.720729	9.352675	6.946051	6.886845	8.494035	7.371719	7.148701	7.038221	9.324705	6.998629	7.535768	6.388214	7.192546	9.635100	9.007296	6.930871	6.705261	8.454231	10.009674	9.769500	9.228846	7.210876	7.976241	9.194271	7.505648	6.856381	8.704364	7.631416	7.409498	9.665166	10.656854	9.021681	6.958878	7.378862	7.529469	10.451080
Probe 1463	6.407363	6.419754	6.284752	6.212647	7.873646	6.566047	6.693911	9.242352	8.239016	6.584427	6.401117	6.321241	7.632786	6.564634	6.278518	7.763492	7.969374	5.963112	6.024300	9.303548	8.319752	6.153786	5.972123	6.070533	6.340754	8.299931	8.014994	9.824684	8.636921	8.356935	6.011389	6.560020	8.348915	7.808393	7.537246	6.289486	6.253850	7.482268	6.585892	6.035163	6.171607	6.116024	7.880297	6.296603	9.026010	8.261085	7.463267	6.623098	6.915991	6.237088	5.984433	6.209883	8.435103	7.039302	5.890867	6.159312	8.596368	6.408852	6.570137	5.925018	7.729644	6.130964	6.726832	8.140732	8.168077	6.220013	6.404032	6.148602	7.884798	6.090737	6.250292	6.465310	8.442034	6.197589	7.774452	6.254623	6.113617	8.144355	8.326266	6.402485	6.303495	7.557184	8.244561	9.034035	7.766553	6.051147	7.335941	7.971986	6.659367	6.019633	7.465566	6.601355	6.065494	8.525180	8.959133	6.206304	6.369296	6.441049	7.225251	9.051771
Probe 1464	6.498759	5.307645	7.076485	5.936139	5.119415	4.928026	5.819045	8.987324	8.797415	5.341373	6.662759	6.803039	5.398994	5.014432	5.825706	7.597353	7.881021	7.430182	6.556356	9.510233	11.018175	5.542599	4.835920	6.415236	6.081224	8.662929	6.041056	7.776599	9.722879	10.153223	7.315571	5.775073	9.406162	7.813702	7.433734	5.239574	6.026867	5.419500	5.039612	7.162334	5.659438	6.796072	6.779084	5.611663	8.766578	8.669339	5.353742	5.817638	5.462677	5.219431	7.149719	5.387268	6.472858	4.854834	6.894032	5.912592	6.676426	5.084925	7.072445	4.872910	5.262747	5.500138	6.092886	5.424311	8.305099	4.911780	6.782172	5.968333	7.506749	6.257134	6.060915	5.466318	10.384508	5.967087	5.103384	7.359457	5.939817	9.942621	5.961431	5.726573	5.887754	6.719174	9.768485	8.942095	7.672211	6.424679	5.935008	8.456317	5.371566	5.697143	5.328335	6.869609	5.999128	11.140396	7.528385	4.845261	5.202495	6.246671	5.276615	9.827692
Probe 1465	6.314247	9.127473	6.414579	9.463531	10.212889	8.165846	8.650025	7.266055	7.813451	9.832523	6.704153	6.569017	10.488530	9.571878	9.315313	8.764972	8.088743	6.163445	6.411004	9.300958	6.349366	9.491817	8.271054	6.302698	8.055468	7.770995	11.445251	6.231676	7.089628	6.432031	6.472710	6.240153	6.665322	7.937244	7.713277	9.314856	10.030508	10.263849	9.241226	7.742302	9.485999	6.504632	9.131495	9.375058	7.240378	7.437735	10.324786	9.506953	9.043316	9.260602	6.117176	9.456317	11.601652	8.779261	8.440385	8.704227	7.644461	9.025952	6.557366	8.643217	10.779364	8.939984	6.519791	10.388784	8.007679	8.471097	7.033046	8.525885	9.781138	6.496997	8.649927	7.862545	6.460346	9.258935	10.526711	5.818441	8.433585	6.574409	11.631377	10.379839	9.603766	9.174197	6.660953	6.667308	9.125130	6.299029	10.892341	8.306063	10.006315	8.577673	10.526430	6.439793	8.448529	7.780874	7.694070	8.642092	8.440019	8.695771	10.292490	8.123640
Probe 1466	9.957371	8.470431	10.880576	8.173223	8.913819	8.630288	7.427352	8.362708	9.676779	8.023680	10.646996	8.423442	8.355392	8.276268	8.288392	10.488447	11.393279	11.494507	9.471317	8.097524	9.505819	8.993565	11.302072	9.415448	7.558266	10.703126	10.626391	9.588666	8.562900	8.312807	8.116237	11.129342	8.397972	10.799646	10.204964	8.844417	8.116712	8.221545	8.723790	10.105094	8.751380	9.087431	10.100540	9.151419	8.606592	10.667924	9.747686	7.851152	10.060155	8.727372	11.771400	8.628671	11.010094	8.808401	10.670435	7.976084	8.477571	8.059550	9.377860	9.094380	8.408088	9.454713	11.055088	8.173909	9.898226	9.053017	10.452550	8.413068	10.584850	9.419012	8.154207	9.232526	8.194077	8.353691	9.825225	11.774798	8.030242	8.167410	11.055301	8.400046	9.011404	10.427507	8.848116	7.698108	11.284417	9.825799	11.688430	11.193007	7.948537	8.265718	10.505697	11.287865	8.522047	9.194454	8.628992	8.902929	9.230394	8.464409	8.232427	8.896603
