Probe ID	Training experiment 1	Training experiment 2	Training experiment 3	Training experiment 4	Training experiment 5	Training experiment 6	Training experiment 7	Training experiment 8	Training experiment 9	Training experiment 10	Training experiment 11	Training experiment 12	Training experiment 13	Training experiment 14	Training experiment 15	Training experiment 16	Training experiment 17	Training experiment 18	Training experiment 19	Training experiment 20	Training experiment 21	Training experiment 22	Training experiment 23	Training experiment 24	Training experiment 25	Training experiment 26	Training experiment 27	Training experiment 28	Training experiment 29	Training experiment 30	Training experiment 31	Training experiment 32	Training experiment 33	Training experiment 34	Training experiment 35	Training experiment 36	Training experiment 37	Training experiment 38	Training experiment 39	Training experiment 40	Training experiment 41	Training experiment 42	Training experiment 43	Training experiment 44	Training experiment 45	Training experiment 46	Training experiment 47	Training experiment 48	Training experiment 49	Training experiment 50	Training experiment 51	Training experiment 52	Training experiment 53	Training experiment 54	Training experiment 55	Training experiment 56	Training experiment 57	Training experiment 58	Training experiment 59	Training experiment 60	Training experiment 61	Training experiment 62
Probe 4840	-0.225891	-0.255788	0.647775	1.508160	-0.259110	1.169324	0.086370	-0.518221	0.491645	0.634488	0.129556	-0.073082	1.126132	-0.644454	0.830482	0.063117	0.328871	-0.581338	-1.411822	-0.617879	0.837126	-1.119489	-0.405276	-0.152809	-3.052857	-0.298974	-1.239077	-0.654420	-0.249145	-0.235857	0.079726	-1.172645	-1.797161	-0.810550	-0.275720	-0.524864	-1.285590	0.471714	-0.205960	-0.019932	-0.690961	-0.282363	-0.186028	0.538153	-0.279042	-0.946749	0.212603	-0.886955	-1.019832	-0.617879	-0.405276	-0.335514	-0.195994	-0.159452	-0.780653	0.448461	-1.129453	0.272399	0.714215	-0.581338	-1.195896	0.873667
Probe 4841	-0.544796	0.179384	0.504934	0.259110	0.867023	-0.823838	-0.970003	-0.468392	-0.837126	-0.548119	-0.245822	-0.837126	-0.186028	-0.853735	-0.501611	-0.438495	0.714215	-0.913530	-0.076404	0.172741	-0.401953	-0.272399	0.996578	-0.617879	-0.056473	-0.415240	-0.345480	0.229213	-0.056473	-1.072983	-0.093014	0.976647	-0.156131	0.129556	-0.335514	-0.239179	0.734146	-0.498289	-0.571372	-0.335514	0.205960	1.302198	2.348601	-0.561406	-0.079726	0.122911	-0.368734	-0.362090	1.474933	0.378700	-1.106202	-0.478357	0.056473	0.079726	-0.471714	-0.083048	-0.979968	-0.803907	-0.089692	0.069760	-0.737468	-0.940106
Probe 4842	1.684215	-1.023153	0.096336	0.591303	-0.607913	0.348802	-0.641132	-1.361987	1.395214	-0.285686	-0.112945	-0.023253	-0.195994	-0.657741	-0.451782	-0.979968	0.265754	-0.033219	-0.325549	-0.764043	0.388665	-0.033219	-0.797263	-0.275720	0.993257	-0.518221	0.455104	0.401953	0.000000	0.149487	0.006644	-0.239179	-0.724180	-0.607913	-0.548119	-0.481679	-0.428529	-0.375378	0.272399	-0.554762	-1.059695	0.089692	-0.684317	0.651098	-0.518221	0.591303	-0.498289	0.039863	-0.282363	-0.229213	0.169418	0.438495	-0.076404	-0.255788	0.408597	-0.860380	-0.325549	-0.970003	-0.448461	1.049730	-0.016610	-0.428529
Probe 4843	-0.372056	-0.554762	-0.451782	-0.385344	-1.029798	-6.643856	-0.916852	-1.707466	-0.375378	-1.059695	0.096336	-0.245822	0.644454	-1.587878	-0.411919	-0.857057	0.810550	0.215925	-0.362090	-0.475036	0.415240	0.853735	-0.657741	0.574694	0.023253	-0.481679	-0.129556	-0.870346	-0.372056	-0.511577	0.627845	0.318905	-0.229213	-0.043185	-0.398631	-0.744112	1.026476	-0.345480	-0.820516	1.265650	-1.385249	-0.136199	-0.767365	-0.694283	-0.325549	2.282169	-0.132877	-0.059795	1.747337	0.235857	-0.996578	-1.185932	-0.435172	1.292234	0.631166	-0.239179	0.156131	-1.209183	-0.657741	0.109624	0.395310	-0.159452
Probe 4844	0.568049	-1.109524	-0.940106	-0.295652	-1.185932	-4.335115	-1.760623	-0.983291	0.418563	-1.567948	0.597947	0.438495	0.906886	1.192575	1.169324	1.837031	1.435073	-1.086270	-0.441817	0.491645	-1.152705	-0.953393	-1.109524	0.883633	0.920174	-0.195994	-0.627845	-1.498195	0.631166	1.109524	-0.710892	-0.325549	-1.597843	0.710892	1.142740	-1.577913	0.308939	-1.621105	-1.920071	0.102980	-1.797161	-1.242399	-1.348701	-2.547919	-1.587878	-1.272293	-0.425206	-1.601164	-0.093014	-0.999900	0.940106	0.438495	1.531411	-0.664386	-1.046407	-1.534732	-0.504934	0.003322	-1.361987	-0.930140	-0.265754	-0.906886
Probe 4845	-1.491541	-0.003322	-0.129556	-0.305618	0.468392	-0.571372	-1.770588	0.186028	-0.099658	-0.843770	-1.345379	-0.475036	0.700927	-0.235857	1.375274	-0.754078	0.581338	-0.790618	0.571372	-1.670929	0.584660	0.348802	0.249145	-1.674250	-0.790618	-0.292329	-0.780653	-0.956715	0.289008	-1.116167	-0.504934	0.391987	0.793941	1.468289	-1.152705	-0.568049	0.594625	0.870346	-0.790618	-0.043185	0.551440	0.262433	0.813873	-1.886855	-0.189350	-0.112945	-0.730824	-0.272399	-0.056473	0.950072	-0.411919	0.039863	0.338837	0.720858	-0.285686	-0.305618	-1.076304	0.029897	-0.282363	-0.883633	0.312261	-0.724180
Probe 4846	-0.880310	-0.298974	-0.940106	0.697605	-0.641132	-1.355344	-0.006644	-0.680996	-0.933461	-0.797263	0.023253	-0.229213	-0.910208	-0.900242	-0.820516	-0.272399	0.946749	0.205960	0.388665	-0.415240	-0.820516	1.142740	1.943333	-0.318905	-0.714215	-0.279042	-0.561406	-0.391987	-0.202637	-0.458426	-1.063017	0.624522	0.734146	0.720858	-0.152809	-0.624522	0.086370	-0.461748	-0.870346	-0.308939	1.116167	1.837031	2.697402	-0.627845	-0.385344	0.571372	-0.504934	-0.511577	-1.046407	-1.026476	-1.003223	1.149383	-0.734146	-0.325549	-0.950072	0.455104	-0.584660	-1.049730	-0.289008	0.920174	-0.511577	-0.574694
Probe 4847	-0.186028	-0.239179	-0.063117	-0.986613	0.215925	-0.046507	-1.056373	-1.179288	-0.876989	-0.787297	0.813873	0.019932	0.355446	-0.571372	-0.601269	-0.956715	0.298974	0.252467	-0.475036	-0.837126	-0.136199	0.368734	-0.930140	0.760722	0.352125	-0.408597	-0.438495	-0.524864	-0.328871	-0.298974	-0.338837	0.202637	0.162775	-0.461748	-1.089592	-0.066439	-0.358768	1.239077	-0.039863	0.521543	0.485002	-0.461748	-0.096336	-1.222469	-0.378700	-0.308939	0.391987	1.833709	0.710892	0.152809	0.006644	-0.594625	-1.371952	-0.029897	1.079626	0.255788	-0.255788	0.644454	-0.989934	-0.122911	0.159452	-0.039863
Probe 4848	-0.375378	-0.438495	0.322227	-0.411919	0.083048	-0.375378	-0.587981	-1.720764	-0.833804	-0.578015	-1.265650	0.661064	-0.295652	0.518221	-0.637811	-0.215925	-0.328871	0.039863	1.664286	-0.146165	-0.504934	0.298974	-0.225891	-0.541474	1.006544	-0.212603	0.538153	-0.003322	-0.438495	-0.255788	-0.614556	-0.199316	0.342159	-0.597947	0.122911	-0.219247	0.750756	-0.478357	-0.029897	-0.401953	0.813873	0.368734	0.352125	-1.059695	-0.358768	-0.890276	0.006644	-0.518221	0.554762	0.870346	-0.086370	0.289008	-0.385344	-0.308939	-0.800584	-0.152809	0.627845	-0.358768	-0.747433	-0.232535	0.880310	0.019932
Probe 4849	-0.388665	-0.717537	0.378700	1.082949	-0.016610	-0.674352	-0.152809	-1.026476	-0.518221	1.072983	-1.076304	-0.714215	-0.631166	0.086370	-0.269076	0.481679	0.435172	-0.813873	0.136199	-0.212603	-0.960038	0.182705	0.398631	-0.352125	0.003322	-0.425206	0.332193	0.202637	-0.023253	0.255788	-0.607913	-0.421885	-0.102980	-0.046507	-0.378700	0.046507	1.385249	-0.219247	-0.136199	-0.192671	0.996578	-0.295652	-0.700927	-0.707571	-0.315584	0.262433	-0.558083	-0.674352	0.554762	-0.378700	-0.195994	-0.129556	-0.142843	-0.382022	-0.428529	-0.308939	0.006644	0.797263	-0.116268	-0.461748	1.172645	-0.860380
Probe 4850	0.119590	-0.973325	-0.076404	-0.760722	-0.232535	-1.056373	-1.634391	-2.039659	-1.016510	-0.279042	-2.145961	-1.189253	-1.175967	-0.604591	-0.936784	-1.006544	-0.182705	-1.783874	0.315584	0.355446	-1.611140	-0.262433	0.734146	-1.156026	1.910106	-1.159348	1.156026	1.195896	-0.597947	-1.043085	-0.684317	1.255685	0.176062	1.013189	-1.298877	-0.627845	-0.900242	0.255788	-1.352022	-0.780653	0.435172	0.524864	0.913530	-0.551440	-1.979870	-0.867023	-1.239077	-2.292134	0.272399	0.205960	-0.890276	0.830482	0.172741	1.072983	-1.478254	-0.488323	1.082949	-0.704249	-1.255685	-0.631166	0.335514	-0.578015
Probe 4851	-0.654420	1.096236	-0.388665	0.382022	-0.564728	-0.488323	-0.651098	-1.375274	0.086370	-0.448461	-0.960038	-0.348802	-0.126233	0.066439	0.896921	-0.730824	-0.262433	-0.820516	-0.169418	-1.435073	0.013288	-0.571372	0.498289	-1.156026	0.591303	-0.328871	0.498289	0.664386	-0.159452	-0.425206	-0.461748	-0.006644	-0.239179	-0.259110	0.451782	-0.116268	-0.215925	-0.262433	-0.053151	-0.245822	0.146165	-0.009966	-0.242501	0.458426	0.139521	-0.142843	0.109624	-1.086270	1.076304	-0.059795	-0.441817	0.122911	0.083048	0.617879	-0.006644	-0.262433	0.126233	0.498289	0.415240	0.142843	0.169418	-0.348802
Probe 4852	0.109624	0.674352	0.053151	-0.913530	-0.362090	-0.195994	0.289008	0.800584	1.232434	0.362090	-0.790618	0.132877	-0.890276	-0.578015	-0.475036	-0.767365	-0.342159	0.930140	0.006644	-0.019932	-0.548119	-1.232434	-0.551440	-0.139521	-0.750756	-0.252467	1.508160	-0.342159	0.199316	-0.431851	0.644454	0.149487	-0.916852	-0.524864	-0.023253	-0.372056	-1.680894	0.382022	-0.335514	0.943427	-1.049730	-0.730824	-0.823838	-0.112945	-0.946749	-0.893599	-0.790618	0.441817	-1.109524	-0.345480	-0.292329	-0.983291	-0.847091	-0.318905	0.076404	-0.558083	1.753980	-0.325549	-1.225791	-0.232535	-1.557984	0.066439
Probe 4853	0.445138	-0.471714	0.405276	0.837126	0.780653	-0.574694	-0.242501	-0.687639	-0.265754	0.734146	-0.611235	-0.833804	0.199316	-0.431851	-0.322227	1.371952	-0.754078	-1.335414	-0.900242	0.677673	-0.033219	-1.166002	-0.714215	-0.242501	0.558083	-0.189350	1.222469	0.943427	-0.774009	-0.720858	-1.631070	-0.574694	-1.352022	-1.222469	-0.488323	-0.538153	-1.106202	0.202637	0.312261	-0.405276	-1.222469	-1.548019	-1.395214	-0.624522	-1.557984	-0.820516	-0.252467	0.465070	-0.697605	0.305618	0.428529	1.395214	0.926818	-1.156026	-0.783975	-1.302198	-0.315584	-1.800482	0.079726	0.787297	-0.548119	-0.817195
Probe 4854	-0.059795	0.112945	0.621200	-0.850414	-0.631166	-1.308842	-0.232535	-1.282269	-0.302295	0.000000	1.069661	0.132877	0.069760	-0.757399	-0.730824	-0.651098	0.109624	0.362090	-0.405276	0.541474	-0.445138	1.345379	0.355446	0.322227	-0.587981	0.106302	0.255788	0.079726	0.391987	0.116268	-0.069760	-0.863701	1.318806	0.136199	0.139521	0.053151	-1.594521	0.302295	-0.195994	0.149487	-0.734146	1.518124	0.159452	-0.973325	-0.534830	-0.365412	-0.219247	2.225691	-0.305618	-0.664386	-1.222469	-0.229213	-0.189350	-0.614556	0.591303	0.122911	-0.089692	-0.142843	-0.604591	-0.428529	1.149383	0.372056
Probe 4855	0.176062	0.242501	0.657741	0.803907	0.504934	-0.059795	-0.428529	2.042981	-0.700927	-0.946749	-0.063117	0.102980	-0.205960	-0.820516	0.009966	0.435172	-0.916852	-0.109624	-1.385249	0.186028	0.182705	-1.494862	-1.023153	0.644454	-0.026575	-0.009966	-0.405276	0.249145	-0.322227	-0.611235	-1.488219	-0.132877	-0.587981	-0.289008	0.594625	0.803907	-0.342159	-0.621200	0.930140	-0.285686	-0.724180	-0.415240	0.073082	0.488323	-0.591303	-0.508255	0.744112	-2.823633	-1.285590	-2.119389	0.514898	2.016408	-0.039863	0.056473	-1.122810	1.129453	-0.119590	0.391987	0.378700	-1.102881	-0.996578	-0.245822
Probe 4856	-3.012987	-2.461546	-3.039559	-2.667507	-2.916649	-3.820212	-2.677472	-1.577913	-2.723985	-2.444938	-2.102781	-2.816990	-3.491352	-2.787096	-3.225591	-2.657543	-2.621005	-2.112745	-3.531211	-2.644256	-3.408301	-2.674150	-2.378495	-2.498095	-2.571170	-1.644356	-1.644356	-2.049624	-2.345279	-1.647678	-2.033016	-2.710688	-2.315385	-3.162480	-2.165902	-1.637713	-2.508060	-2.444938	-2.338636	-2.933268	-3.378395	-2.704045	-2.866825	-0.624522	-2.132675	-2.913328	-2.816990	-2.169224	-2.042981	3.504638	-0.375378	0.415240	-2.906684	-2.783774	-2.657543	-2.876790	-2.830288	-2.099459	-3.112645	-2.816990	-2.999700	-3.022951
Probe 4857	-1.352022	-1.391893	-0.943427	-1.734050	-1.255685	-4.424809	0.896921	-1.239077	-0.680996	-1.797161	-0.677673	0.671030	-1.441717	-1.893498	-0.886955	-0.979968	0.282363	1.225791	0.116268	-0.943427	-0.787297	1.361987	1.773909	-0.916852	-1.846996	0.096336	-0.139521	-0.680996	-3.235556	0.142843	0.325549	-1.116167	2.468189	1.139418	-0.009966	-1.398536	-1.249042	-1.597843	-0.033219	-0.019932	2.029694	2.896720	0.265754	-2.418365	-0.418563	0.106302	-0.687639	1.292234	-1.817090	-1.900141	-1.989835	-2.265550	-1.026476	-1.793839	-1.464968	-1.175967	-2.361887	-1.737372	-0.355446	-0.810550	0.714215	-0.684317
Probe 4858	-1.797161	-1.092915	-2.222369	-2.219048	-1.647678	-2.318707	-1.674250	-0.993257	-2.155926	-2.275526	-0.398631	0.674352	-1.943333	-1.677572	-1.890176	-1.634391	0.269076	0.169418	-1.531411	-1.584556	-2.056278	2.826966	0.006644	-1.481576	-2.116067	-0.023253	-2.126032	-0.853735	-1.900141	-1.730729	-2.943233	-1.205861	0.096336	-1.441717	-1.574592	-0.823838	-1.348701	-2.491452	0.807229	-2.325350	0.657741	0.913530	1.445038	2.720664	-0.338837	0.876989	-0.106302	1.810447	1.202540	3.511281	1.185932	-1.082949	-2.428330	-2.275526	-1.584556	-1.880212	-1.694180	-3.348501	0.710892	-2.926614	-1.395214	-1.916749
Probe 4859	1.043085	-0.036541	0.604591	-0.282363	0.531509	0.093014	0.508255	0.365412	0.102980	-0.903565	-0.122911	0.066439	-0.956715	1.053051	-0.282363	0.578015	-1.986514	1.202540	-0.657741	-1.016510	0.069760	-0.986613	-0.671030	1.361987	0.282363	0.617879	-4.823445	-0.358768	-0.544796	-0.232535	-1.169324	0.451782	0.043185	1.129453	0.046507	0.551440	-0.298974	-0.803907	0.624522	-0.730824	-0.783975	-0.355446	-0.139521	-0.016610	-1.142740	-1.089592	0.378700	-3.883333	-5.514403	-0.936784	0.734146	0.475036	-0.431851	-0.066439	-0.521543	-0.016610	-0.249145	-0.724180	0.425206	0.016610	-0.587981	-0.574694
Probe 4860	0.604591	-1.338736	0.813873	-1.993157	-1.561305	-6.643856	-1.621105	-2.315385	-0.803907	-1.730729	-1.401857	-1.398536	1.511481	0.970003	-1.498195	-2.640935	-0.700927	-0.973325	0.661064	-1.375274	-1.966584	-0.793941	-1.053051	-1.059695	0.205960	-0.754078	-1.933357	-1.544697	-2.275526	-0.418563	-0.219247	-0.166096	-1.059695	-0.591303	-1.169324	-1.132775	1.913428	-0.445138	-1.172645	-1.255685	-0.342159	-0.132877	-0.126233	1.169324	-1.302198	0.372056	-1.298877	-0.700927	0.192671	-0.597947	-0.910208	0.587981	-1.710788	2.089494	1.006544	2.089494	-0.398631	-1.162680	1.488219	-1.734050	-0.797263	-1.634391
Probe 4861	0.172741	-0.940106	0.043185	-0.830482	-0.687639	-6.643856	-0.677673	-0.827160	-0.418563	-0.700927	-0.335514	-0.574694	0.876989	-0.146165	-0.651098	-0.986613	-0.036541	-0.617879	0.966681	-0.202637	-0.677673	-0.401953	-0.093014	-0.209282	-0.504934	-0.644454	-0.926818	-0.408597	-0.714215	0.478357	-0.255788	0.554762	-0.159452	0.308939	-0.790618	-0.807229	1.352022	0.009966	-0.827160	-0.378700	0.093014	0.391987	0.205960	0.385344	-0.524864	-0.235857	-0.910208	-0.405276	0.740790	0.774009	-0.777331	0.205960	-0.581338	1.807125	0.720858	1.853639	-0.099658	-0.744112	0.996578	-0.890276	-0.129556	-1.063017
Probe 4862	-0.282363	-0.053151	-0.375378	-0.757399	-0.468392	-3.079429	0.345480	-0.790618	-0.614556	-0.149487	-0.485002	0.328871	-0.534830	-0.126233	0.564728	0.890276	1.192575	-0.491645	0.289008	-0.152809	-0.564728	0.986613	0.049829	0.312261	-0.876989	-0.259110	-0.076404	-0.099658	0.485002	1.063017	-0.046507	-0.225891	0.787297	-0.116268	0.099658	-0.783975	0.388665	0.096336	-0.481679	-0.089692	0.322227	0.837126	0.179384	-1.076304	0.079726	-0.169418	-0.587981	0.102980	0.943427	-0.239179	-0.578015	0.086370	0.455104	-0.611235	-0.222569	-0.528187	0.189350	0.255788	-0.455104	-0.764043	0.551440	-0.518221
Probe 4863	-0.079726	-0.122911	-0.335514	-0.468392	0.690961	-1.099558	-0.348802	-1.315485	0.195994	-0.372056	-0.362090	0.508255	-0.026575	-0.438495	0.431851	-0.677673	-0.136199	-0.056473	0.192671	0.152809	-0.195994	-0.006644	0.461748	0.063117	0.096336	-0.445138	0.102980	-0.524864	0.009966	0.202637	-0.099658	0.119590	-0.930140	-0.116268	-0.023253	0.046507	0.043185	0.006644	-0.368734	-0.485002	-0.156131	1.378595	-0.305618	0.056473	0.308939	0.116268	0.169418	-0.182705	0.807229	-0.229213	-0.465070	0.239179	0.232535	0.076404	-0.186028	0.046507	-0.186028	0.013288	0.199316	0.102980	0.385344	0.421885
Probe 4864	-1.308842	-0.109624	-1.338736	0.448461	-0.661064	-6.643856	0.604591	-1.876890	-0.059795	-0.305618	-1.275626	-0.249145	-1.890176	0.797263	-0.587981	1.388571	-0.259110	0.129556	-0.504934	-0.813873	-0.867023	-0.850414	-1.428430	-0.232535	2.112745	0.817195	-1.036442	0.242501	-0.325549	-0.073082	-0.059795	-0.737468	-1.637713	-0.285686	1.229112	1.006544	0.574694	-0.475036	-0.491645	-0.963359	-0.750756	-1.850317	0.162775	0.245822	-0.485002	-0.016610	-0.382022	0.162775	-1.916749	1.039764	1.488219	-0.820516	0.382022	-0.654420	-0.664386	-0.903565	0.382022	-0.617879	0.438495	-1.106202	-0.215925	0.328871
Probe 4865	-0.332193	0.335514	0.235857	-0.641132	-0.215925	-2.318707	-0.046507	-1.179288	0.179384	0.501611	0.269076	0.441817	-0.129556	0.790618	0.411919	-0.767365	0.292329	0.232535	0.358768	-0.382022	0.368734	-0.063117	-0.594625	0.637811	-1.820412	0.637811	0.597947	-0.405276	0.624522	0.548119	0.607913	-1.179288	-0.498289	-0.043185	0.568049	0.169418	-1.082949	-0.282363	0.830482	0.023253	-0.235857	0.455104	-0.112945	-0.963359	-0.142843	-0.225891	0.518221	1.461646	0.305618	0.235857	0.023253	-0.279042	-0.009966	-0.970003	1.059695	0.235857	-0.940106	-0.840448	-0.272399	-0.558083	-1.069661	0.066439
Probe 4866	0.657741	-0.345480	0.285686	-0.282363	-0.199316	0.717537	0.408597	-1.046407	-0.006644	0.043185	-0.166096	0.239179	-0.156131	0.491645	0.767365	0.043185	-0.425206	0.235857	-0.647775	0.202637	0.896921	-0.531509	-1.239077	0.056473	0.322227	0.255788	0.215925	-0.023253	0.325549	-0.003322	-0.192671	-0.421885	-0.837126	-0.903565	0.126233	0.046507	0.069760	-0.571372	0.461748	-0.126233	-0.840448	-1.023153	-0.813873	-0.033219	0.458426	-0.195994	0.471714	0.302295	-0.169418	-0.558083	0.348802	-0.401953	-0.023253	-0.252467	-0.617879	-0.229213	0.282363	-0.475036	0.345480	-0.298974	-0.757399	0.239179
Probe 4867	1.441717	-0.621200	-0.475036	-0.578015	0.823838	-0.335514	0.694283	-0.807229	0.176062	0.026575	0.528187	0.411919	-0.425206	0.514898	0.461748	1.003223	-0.192671	0.398631	-0.823838	-0.096336	-0.016610	-0.016610	-1.647678	1.172645	0.578015	1.295555	0.295652	-0.275720	0.292329	0.528187	-0.083048	-1.069661	-0.391987	-0.774009	0.338837	0.016610	-0.156131	-0.431851	1.381917	0.162775	-0.920174	-0.714215	-0.574694	-0.132877	0.106302	-0.511577	0.205960	-0.232535	-1.401857	-0.727503	0.571372	-0.408597	-0.863701	-1.162680	0.358768	-0.136199	-0.637811	-0.740790	0.229213	0.096336	-0.813873	-0.455104
Probe 4868	0.491645	0.176062	0.461748	-0.395310	-0.591303	-1.043085	-0.362090	-1.753980	0.431851	0.498289	0.554762	0.079726	0.186028	-0.803907	-0.222569	-0.235857	0.521543	0.418563	-0.468392	-0.378700	0.561406	-0.023253	-1.112845	0.421885	-0.886955	0.245822	0.661064	0.611235	0.777331	0.043185	0.501611	-1.481576	0.518221	0.093014	0.013288	-0.431851	-1.122810	0.548119	0.568049	0.787297	-0.671030	0.289008	-0.166096	-0.800584	-0.880310	0.156131	0.441817	-0.597947	-0.401953	-0.671030	-0.680996	0.166096	0.116268	-0.086370	0.651098	-0.504934	-0.345480	-0.079726	-0.335514	0.023253	-0.634488	-0.328871
Probe 4869	1.724085	-0.690961	-0.362090	-1.245720	-0.754078	-1.132775	0.461748	-0.774009	0.455104	0.637811	-0.770688	-0.116268	0.385344	0.169418	0.989934	-1.026476	0.837126	-0.372056	-0.883633	0.139521	0.451782	-1.368630	-0.886955	-0.315584	1.162680	0.342159	-0.365412	-1.149383	0.222569	0.172741	0.219247	-0.531509	-2.185832	-0.325549	-0.106302	-0.132877	-0.717537	-0.322227	0.146165	0.272399	-0.757399	-0.893599	-0.558083	1.790517	-0.707571	0.096336	-0.634488	-0.089692	-1.783874	-1.046407	1.285590	-0.867023	-0.508255	-1.458325	0.029897	-0.611235	-0.667707	-1.036442	-0.169418	2.029694	0.146165	0.139521
Probe 4870	-0.704249	0.026575	-0.641132	-0.289008	-1.587878	-1.381917	-0.770688	-2.614362	-0.023253	-1.252363	0.252467	0.657741	-0.405276	-0.395310	-0.478357	-0.355446	0.408597	-1.508160	0.651098	-1.162680	-0.242501	0.378700	-0.116268	-0.328871	-2.252264	0.415240	-0.441817	-0.428529	0.219247	-0.843770	0.458426	-1.813769	0.485002	1.428430	-1.528089	0.654420	-2.836931	0.395310	1.046407	0.661064	0.607913	2.195796	1.106202	-0.687639	0.096336	-0.255788	-0.558083	0.747433	-1.003223	-1.544697	0.059795	0.518221	0.594625	-0.139521	-1.066339	0.086370	-1.624427	-0.690961	-1.302198	1.225791	0.468392	-0.674352
Probe 4871	1.906784	-2.159248	-1.820412	-2.335314	-1.295555	-6.643856	-0.445138	-1.059695	2.813669	2.165902	-1.773909	-0.996578	-1.182610	-1.504838	-2.172545	2.069565	2.302099	-1.574592	-3.896620	-1.451681	-2.145961	-2.215726	-1.232434	-0.687639	-0.671030	-1.292234	-2.106102	-2.448260	-1.680894	-1.770588	-2.232334	-0.916852	-2.441617	-3.365109	-2.026373	-1.946655	-0.953393	-2.677472	-2.720664	-1.734050	-1.166002	-1.810447	-1.614462	0.694283	-1.913428	-1.079626	-3.026273	-1.916749	-2.069565	-1.262328	-0.614556	-1.690858	-1.707466	-2.415044	-1.185932	-1.464968	-1.129453	-2.621005	-2.617683	-1.511481	-1.029798	-1.039764
Probe 4872	-2.444938	-2.405079	-2.102781	-0.760722	1.717442	-4.554362	-1.388571	-2.707366	-1.621105	4.165702	-1.730729	-2.524668	-2.660864	-2.634291	-2.564527	2.175867	-1.441717	-1.956619	-2.624327	-1.215826	-2.783774	-1.185932	-1.873568	-2.039659	-2.521346	-0.195994	-0.657741	-1.760623	-0.880310	-2.434973	-2.431652	-2.351922	-3.119289	-2.833609	-2.504738	-2.215726	-2.295455	-2.106102	0.122911	-0.847091	-1.946655	-1.514803	-2.092816	1.192575	-2.401757	-1.597843	-2.704045	-2.155926	-3.943133	-2.375174	-2.086173	0.970003	-0.840448	-2.398436	-2.491452	-2.322028	-2.328671	-2.484797	-2.438295	2.853539	-2.335314	-2.508060
Probe 4873	-0.119590	-0.451782	-0.245822	-0.923496	-1.132775	-0.737468	-0.657741	-1.139418	0.026575	-0.338837	0.385344	-0.435172	1.255685	-0.558083	0.049829	-0.896921	0.063117	-0.325549	0.372056	-1.102881	0.192671	-0.016610	-1.043085	0.242501	-0.269076	-0.521543	-0.554762	0.033219	-0.797263	0.279042	-0.083048	0.548119	-0.275720	-0.013288	-1.388571	-0.272399	-0.053151	0.920174	0.225891	0.325549	-0.524864	0.355446	0.122911	-1.262328	0.023253	-0.119590	-0.438495	-0.159452	1.265650	0.780653	-0.993257	0.235857	-0.272399	0.471714	0.707571	-0.109624	-0.132877	0.122911	-1.212504	-0.219247	0.029897	-0.033219
Probe 4874	0.056473	-1.122810	-0.680996	-1.152705	-1.069661	-1.352022	-1.670929	-2.564527	0.000000	-1.371952	-0.166096	-0.215925	0.498289	-0.986613	-0.328871	-1.760623	0.960038	-0.132877	0.564728	-1.179288	0.142843	0.671030	-1.139418	-0.186028	-0.508255	-0.903565	-0.524864	-0.508255	-1.109524	0.106302	0.093014	0.587981	0.491645	-0.298974	-1.601164	-0.229213	0.478357	0.053151	-0.046507	0.318905	-0.654420	0.202637	-0.249145	-0.970003	-0.395310	1.162680	-0.544796	0.770688	1.494862	0.607913	-0.202637	0.016610	-0.767365	0.920174	0.840448	-0.006644	-0.109624	-0.900242	-0.674352	0.066439	0.508255	-0.378700
Probe 4875	0.405276	-0.893599	0.139521	-0.671030	0.006644	0.524864	0.043185	-1.385249	0.013288	-0.142843	-0.494968	-0.558083	-0.109624	-0.378700	0.890276	0.418563	-0.730824	0.362090	-0.139521	0.568049	0.405276	-0.421885	-0.614556	-0.132877	0.388665	-0.365412	-0.690961	1.006544	-0.006644	0.325549	-0.441817	0.066439	-0.461748	-0.445138	0.172741	-0.069760	1.179288	0.252467	-0.375378	-0.235857	-0.514898	-0.744112	-0.468392	0.046507	0.039863	-0.966681	-0.033219	-0.983291	0.405276	-0.764043	-0.328871	0.255788	-0.870346	0.215925	-0.112945	0.049829	0.531509	1.621105	-0.365412	-0.043185	0.232535	0.089692
Probe 4876	-0.328871	-0.156131	0.378700	-0.398631	-0.528187	-0.644454	-0.504934	-1.837031	0.737468	0.308939	-0.129556	0.385344	0.438495	-0.661064	0.146165	-0.428529	0.255788	-0.528187	-0.063117	-0.524864	0.421885	0.504934	-0.830482	-0.561406	-0.644454	0.166096	0.747433	-0.102980	-0.445138	0.511577	0.405276	-1.388571	0.607913	0.671030	-0.521543	0.086370	-1.278947	0.867023	0.308939	0.597947	-0.305618	-0.083048	0.222569	-0.827160	-0.365412	0.029897	-0.003322	1.146061	-0.727503	-0.647775	-0.614556	0.308939	0.534830	-0.455104	0.448461	-0.292329	-0.152809	0.345480	-0.116268	0.076404	-0.611235	0.627845
